municipio,SAFRA,Latitude,Longitude,Altitude (m),Tmax (°C),Tmin (°C),Tmed (°C),UR (%),U2 (m/s),RS (MJ/m²d),Chuva (mm),ano,mes,NDVI,AREA_TOTAL,REGIAO,Solo
Bandeirantes,19/20,-23.110000000000003,-50.3678,420.0,32.26131455399061,19.810704225352115,25.73830985915493,67.6443661971831,2.48981220657277,21.045211267605634,3.9105633802816904,2019.4272300469484,6.873239436619718,0.5157978873239436,18250.0,Norte,Nitossolo Vermelho eutrófico
Bandeirantes,20/21,-23.11,-50.3678,420.0,32.27849056603774,19.837924528301887,25.75702830188679,67.04424528301887,2.24872641509434,21.289669811320753,3.2942924528301885,2020.4245283018868,6.89622641509434,0.5313320754716981,18320.0,Norte,Nitossolo Vermelho eutrófico
Bandeirantes,21/22,-23.11,-50.3678,420.0,32.03240566037736,19.555613207547168,25.50306603773585,67.17768867924528,2.352075471698113,21.243066037735847,4.047264150943396,2021.4245283018868,6.89622641509434,0.5722990566037736,18250.0,Norte,Nitossolo Vermelho eutrófico
Bandeirantes,22/23,-23.11,-50.3678,420.0,28.81117924528302,18.562075471698112,23.43872641509434,76.66915094339623,2.366981132075472,19.528160377358493,5.058537735849057,2022.4245283018868,6.89622641509434,0.5787314072327044,18800.0,Norte,Nitossolo Vermelho eutrófico
Bandeirantes,23/24,-23.110000000000003,-50.3678,420.0,34.32868544600939,21.322394366197184,27.490845070422537,63.473474178403755,2.374507042253521,20.766525821596247,3.136338028169014,2023.4272300469484,6.873239436619718,0.5562124804381847,18400.0,Norte,Nitossolo Vermelho eutrófico
Bandeirantes,24/25,-23.11,-50.3678,420.0,32.875163934426226,19.631147540983605,25.900901639344262,63.49819672131147,2.588360655737705,19.47622950819672,3.463934426229508,2024.0,10.508196721311476,0.48540102459016393,,,Nitossolo Vermelho eutrófico
Bandeirantes,99/00,-23.109999999999996,-50.367799999999995,420.0,29.346813186813186,19.98769230769231,24.535604395604395,78.79120879120879,2.193956043956044,20.27835164835165,6.383846153846155,2000.0,2.0,0.7202525000000001,7500.0,Norte,Nitossolo Vermelho eutrófico
Campina do Simão,00/01,-25.0789,-51.82690000000001,994.0,24.601650943396226,15.989811320754718,20.021415094339623,85.81580188679246,0.21117924528301887,18.85547169811321,7.329245283018868,2000.4245283018868,6.89622641509434,0.7750985849056603,3400.0,Sul,Latossolo Bruno distrófico
Campina do Simão,01/02,-25.0789,-51.82690000000001,994.0,24.39382075471698,15.291132075471698,19.572216981132076,83.92603773584905,0.2164622641509434,20.047830188679246,5.253820754716981,2001.4245283018868,6.89622641509434,0.8168908018867924,4300.0,Sul,Latossolo Bruno distrófico
Campina do Simão,02/03,-25.0789,-51.82690000000001,994.0,24.785613207547172,15.993584905660377,20.07632075471698,85.49622641509434,0.2119811320754717,18.70759433962264,6.804858490566037,2002.4245283018868,6.89622641509434,0.8136360455974843,4900.0,Sul,Latossolo Bruno distrófico
Campina do Simão,03/04,-25.0789,-51.82690000000001,994.0,25.245727699530516,14.66018779342723,19.65112676056338,77.78098591549295,0.2164319248826291,20.959248826291077,5.052676056338028,2003.4272300469484,6.873239436619718,0.7820721048513302,5600.0,Sul,Latossolo Bruno distrófico
Campina do Simão,04/05,-25.0789,-51.82690000000001,994.0,25.666462264150944,15.474481132075473,20.315235849056602,78.79476415094341,0.2215566037735849,20.03377358490566,4.45183962264151,2004.4245283018868,6.89622641509434,0.7733718160377359,6100.0,Sul,Latossolo Bruno distrófico
Campina do Simão,05/06,-25.0789,-51.82690000000001,994.0,25.117783018867925,15.61061320754717,20.099245283018867,81.72287735849056,0.2065566037735849,19.231792452830188,5.451415094339623,2005.4245283018868,6.89622641509434,0.7925842374213837,5900.0,Sul,Latossolo Bruno distrófico
Campina do Simão,06/07,-25.0789,-51.82690000000001,994.0,26.138160377358492,16.275943396226417,20.864056603773587,78.74608490566037,0.2259433962264151,19.43617924528302,5.097783018867925,2006.4245283018868,6.89622641509434,0.7990428852201259,6400.0,Sul,Latossolo Bruno distrófico
Campina do Simão,07/08,-25.0789,-51.82690000000001,994.0,26.560328638497655,15.829671361502346,20.834835680751173,75.11478873239437,0.21230046948356807,19.815399061032867,4.209530516431925,2007.4272300469484,6.873239436619718,0.7979735915492958,5800.0,Sul,Latossolo Bruno distrófico
Campina do Simão,08/09,-25.0789,-51.82690000000001,994.0,25.100801886792453,15.295471698113207,19.895613207547168,79.39537735849056,0.21410377358490568,19.765990566037736,4.255660377358491,2008.4245283018868,6.89622641509434,0.8163168632075473,5950.0,Sul,Latossolo Bruno distrófico
Campina do Simão,09/10,-25.0789,-51.82690000000001,994.0,24.79047169811321,16.950943396226414,20.61995283018868,87.38551886792453,0.2069811320754717,17.933537735849058,7.350518867924528,2009.4245283018868,6.89622641509434,0.8214428459119497,6620.0,Sul,Latossolo Bruno distrófico
Campina do Simão,10/11,-25.0789,-51.82690000000001,994.0,24.45117924528302,15.643254716981131,19.75551886792453,83.73801886792452,0.2079245283018868,18.50551886792453,5.342830188679246,2010.4245283018868,6.89622641509434,0.8419742924528302,6810.0,Sul,Latossolo Bruno distrófico
Campina do Simão,11/12,-25.0789,-51.82690000000001,994.0,26.230422535211268,14.927089201877934,20.209671361502348,74.36704225352113,0.197981220657277,21.14680751173709,3.146807511737089,2011.4272300469484,6.873239436619718,0.8369751564945227,6100.0,Sul,Latossolo Bruno distrófico
Campina do Simão,12/13,-25.0789,-51.82690000000001,994.0,26.598349056603777,16.22367924528302,21.023537735849054,76.36834905660378,0.21665094339622643,19.0511320754717,5.008254716981132,2012.4245283018868,6.89622641509434,0.8323206367924528,6300.0,Sul,Latossolo Bruno distrófico
Campina do Simão,13/14,-25.0789,-51.82690000000001,994.0,25.70570754716981,15.682028301886794,20.400377358490566,78.44811320754717,0.21575471698113208,20.11117924528302,3.856698113207547,2013.4245283018868,6.89622641509434,0.8270633254716981,7900.0,Sul,Latossolo Bruno distrófico
Campina do Simão,14/15,-25.0789,-51.82690000000001,994.0,25.70566037735849,16.60259433962264,20.798584905660377,81.05240566037736,0.21018867924528303,19.48702830188679,4.124716981132075,2014.4245283018868,6.89622641509434,0.7842634827044025,8400.0,Sul,Latossolo Bruno distrófico
Campina do Simão,15/16,-25.0789,-51.82690000000001,994.0,25.1343661971831,17.10150234741784,20.83718309859155,86.21859154929578,0.20704225352112676,17.28680751173709,6.117840375586854,2015.4272300469484,6.873239436619718,0.7367608763693271,8600.0,Sul,Latossolo Bruno distrófico
Campina do Simão,16/17,-25.0789,-51.82690000000001,994.0,24.630849056603772,15.566603773584905,19.809622641509435,83.43646226415093,0.21245283018867925,19.997028301886793,4.822311320754717,2016.4245283018868,6.89622641509434,0.8151795990566038,9700.0,Sul,Latossolo Bruno distrófico
