municipio,SAFRA,ano,mes,REGIAO,Solo,Altitude (m),Tmax (°C),Tmin (°C),Tmed (°C),UR (%),U2 (m/s),RS (MJ/m²d),Chuva (mm),NDVI,AREA TOTAL,PRODUCAO,YIELD_SC_HA
Cruzeiro do Sul,00/01,2000,9,Noroeste,Latossolo Vermelho distrófico,456.0,27.057666666666666,15.478666666666667,20.731333333333335,78.78733333333334,1.6903333333333335,15.568000000000001,182.4,0.49955,600.0,2100.0,58.33
Cruzeiro do Sul,00/01,2000,10,Noroeste,Latossolo Vermelho distrófico,456.0,32.306774193548385,18.76516129032258,24.85967741935484,68.8158064516129,1.427741935483871,21.188387096774196,95.51,0.5788,600.0,2100.0,58.33
Cruzeiro do Sul,00/01,2000,11,Noroeste,Latossolo Vermelho distrófico,456.0,31.068666666666665,19.723333333333336,24.983333333333334,72.74766666666666,1.2853333333333334,22.82133333333333,167.57,0.6095,600.0,2100.0,58.33
Cruzeiro do Sul,00/01,2000,12,Noroeste,Latossolo Vermelho distrófico,456.0,31.206129032258065,19.946129032258067,25.286774193548386,73.25354838709679,1.1258064516129032,22.77064516129032,150.88,0.63495,600.0,2100.0,58.33
Cruzeiro do Sul,00/01,2001,1,Noroeste,Latossolo Vermelho distrófico,456.0,30.840967741935483,20.926451612903225,25.44645161290323,76.63870967741936,1.054516129032258,23.561935483870965,144.49,0.6729,600.0,2100.0,58.33
Cruzeiro do Sul,00/01,2001,2,Noroeste,Latossolo Vermelho distrófico,456.0,29.893214285714286,21.210714285714285,25.16357142857143,81.47678571428571,0.9482142857142858,20.378214285714286,207.46,0.6689,600.0,2100.0,58.33
Cruzeiro do Sul,00/01,2001,3,Noroeste,Latossolo Vermelho distrófico,456.0,30.301290322580645,20.798387096774192,25.004516129032258,79.23225806451612,0.9558064516129032,20.475161290322582,143.34,0.6346,600.0,2100.0,58.33
Cruzeiro do Sul,01/02,2001,9,Noroeste,Latossolo Vermelho distrófico,456.0,29.966333333333335,16.096333333333334,22.317666666666664,65.643,1.9106666666666667,18.394000000000002,72.25,0.5722,1600.0,5552.0,57.83
Cruzeiro do Sul,01/02,2001,10,Noroeste,Latossolo Vermelho distrófico,456.0,32.00483870967742,17.45225806451613,24.018387096774195,64.72290322580645,1.5829032258064517,22.353225806451615,68.03,0.6095,1600.0,5552.0,57.83
Cruzeiro do Sul,01/02,2001,11,Noroeste,Latossolo Vermelho distrófico,456.0,31.596,20.471,25.633,72.05433333333333,1.2643333333333333,21.195666666666668,142.92,0.60985,1600.0,5552.0,57.83
Cruzeiro do Sul,01/02,2001,12,Noroeste,Latossolo Vermelho distrófico,456.0,29.798709677419353,19.003870967741936,24.140645161290323,75.02290322580646,1.16,23.113548387096774,217.79,0.6110500000000001,1600.0,5552.0,57.83
Cruzeiro do Sul,01/02,2002,1,Noroeste,Latossolo Vermelho distrófico,456.0,30.338064516129034,20.31096774193548,25.01774193548387,77.8225806451613,1.159032258064516,23.265806451612903,253.93,0.6153,1600.0,5552.0,57.83
Cruzeiro do Sul,01/02,2002,2,Noroeste,Latossolo Vermelho distrófico,456.0,29.954642857142858,19.357857142857142,24.197142857142858,77.56071428571428,1.2117857142857142,22.189999999999998,114.77,0.6419500000000001,1600.0,5552.0,57.83
Cruzeiro do Sul,01/02,2002,3,Noroeste,Latossolo Vermelho distrófico,456.0,32.660645161290326,21.27258064516129,26.325161290322583,73.61258064516129,1.098709677419355,22.302258064516128,78.17999999999999,0.6856500000000001,1600.0,5552.0,57.83
Cruzeiro do Sul,02/03,2002,9,Noroeste,Latossolo Vermelho distrófico,456.0,28.715,14.290666666666668,20.665666666666667,66.28333333333333,1.7176666666666667,17.813,94.46,0.5992,2122.0,7363.34,57.83
Cruzeiro do Sul,02/03,2002,10,Noroeste,Latossolo Vermelho distrófico,456.0,34.851290322580645,20.550645161290323,26.90838709677419,63.653225806451616,1.533548387096774,18.84161290322581,113.08,0.6368666666666667,2122.0,7363.34,57.83
Cruzeiro do Sul,02/03,2002,11,Noroeste,Latossolo Vermelho distrófico,456.0,31.246333333333332,19.567333333333334,24.848333333333336,72.87633333333333,1.483,21.218,193.59,0.668175,2122.0,7363.34,57.83
Cruzeiro do Sul,02/03,2002,12,Noroeste,Latossolo Vermelho distrófico,456.0,31.160645161290322,20.96225806451613,25.725161290322582,77.6316129032258,1.1503225806451611,24.07774193548387,139.3,0.715875,2122.0,7363.34,57.83
Cruzeiro do Sul,02/03,2003,1,Noroeste,Latossolo Vermelho distrófico,456.0,30.76258064516129,21.73709677419355,25.773870967741935,81.07290322580644,1.0780645161290323,20.227096774193548,305.17,0.650925,2122.0,7363.34,57.83
Cruzeiro do Sul,02/03,2003,2,Noroeste,Latossolo Vermelho distrófico,456.0,29.925,21.46392857142857,25.383214285714285,82.48357142857142,0.9592857142857143,21.792857142857144,219.41,0.707625,2122.0,7363.34,57.83
Cruzeiro do Sul,02/03,2003,3,Noroeste,Latossolo Vermelho distrófico,456.0,29.542258064516126,19.89516129032258,24.245806451612903,80.4625806451613,1.0870967741935484,21.414516129032258,80.98,0.688725,2122.0,7363.34,57.83
Cruzeiro do Sul,03/04,2003,9,Noroeste,Latossolo Vermelho distrófico,456.0,29.088666666666665,14.787333333333333,21.196666666666665,65.45166666666667,1.5719999999999998,17.930999999999997,82.32000000000001,0.6532250000000001,2240.0,3360.0,25.0
Cruzeiro do Sul,03/04,2003,10,Noroeste,Latossolo Vermelho distrófico,456.0,31.69483870967742,17.258387096774193,23.875806451612902,64.83709677419355,1.6758064516129034,20.93967741935484,76.39,0.695,2240.0,3360.0,25.0
Cruzeiro do Sul,03/04,2003,11,Noroeste,Latossolo Vermelho distrófico,456.0,32.416333333333334,18.280666666666665,24.904,64.52766666666666,1.5296666666666667,23.738,116.97,0.713775,2240.0,3360.0,25.0
Cruzeiro do Sul,03/04,2003,12,Noroeste,Latossolo Vermelho distrófico,456.0,31.187096774193545,20.629677419354838,25.546451612903223,76.98290322580644,1.3170967741935484,22.57774193548387,172.41,0.730775,2240.0,3360.0,25.0
Cruzeiro do Sul,03/04,2004,1,Noroeste,Latossolo Vermelho distrófico,456.0,32.880322580645164,20.266774193548386,26.043225806451613,69.12032258064517,1.322258064516129,25.46741935483871,91.82,0.71165,2240.0,3360.0,25.0
Cruzeiro do Sul,03/04,2004,2,Noroeste,Latossolo Vermelho distrófico,456.0,32.550000000000004,20.050689655172416,25.66689655172414,69.21448275862069,1.3313793103448275,24.07965517241379,100.12,0.68095,2240.0,3360.0,25.0
Cruzeiro do Sul,03/04,2004,3,Noroeste,Latossolo Vermelho distrófico,456.0,31.490000000000002,19.010322580645163,24.578387096774193,70.44870967741934,1.1829032258064516,21.85967741935484,107.89,0.6773,2240.0,3360.0,25.0
Cruzeiro do Sul,04/05,2004,9,Noroeste,Latossolo Vermelho distrófico,456.0,32.659666666666666,16.950666666666667,23.921666666666667,59.415333333333336,1.5783333333333334,18.999333333333333,46.74,0.6657999999999998,2200.0,6380.0,48.33
Cruzeiro do Sul,04/05,2004,10,Noroeste,Latossolo Vermelho distrófico,456.0,28.938709677419357,17.279354838709676,22.524838709677418,73.78483870967742,1.6783870967741936,18.720322580645163,285.05,0.6566250000000001,2200.0,6380.0,48.33
Cruzeiro do Sul,04/05,2004,11,Noroeste,Latossolo Vermelho distrófico,456.0,29.535,18.183,23.496666666666666,77.11200000000001,1.3983333333333334,22.384333333333334,150.1,0.6982333333333334,2200.0,6380.0,48.33
Cruzeiro do Sul,04/05,2004,12,Noroeste,Latossolo Vermelho distrófico,456.0,30.93935483870968,19.258387096774193,24.774516129032257,72.46516129032258,1.2509677419354839,24.363225806451613,105.34,0.64665,2200.0,6380.0,48.33
Cruzeiro do Sul,04/05,2005,1,Noroeste,Latossolo Vermelho distrófico,456.0,29.413870967741936,21.341290322580647,24.926129032258064,84.33064516129032,1.1925806451612904,18.80483870967742,334.22,0.706,2200.0,6380.0,48.33
Cruzeiro do Sul,04/05,2005,2,Noroeste,Latossolo Vermelho distrófico,456.0,31.687857142857144,19.538928571428574,25.243214285714284,71.75071428571428,1.1685714285714286,25.16,26.95,0.71595,2200.0,6380.0,48.33
Cruzeiro do Sul,04/05,2005,3,Noroeste,Latossolo Vermelho distrófico,456.0,33.66645161290323,20.287419354838708,26.40032258064516,64.96741935483871,1.1887096774193548,22.21225806451613,61.42,0.7107,2200.0,6380.0,48.33
Cruzeiro do Sul,05/06,2005,9,Noroeste,Latossolo Vermelho distrófico,456.0,26.333666666666666,14.245666666666667,19.713,74.84433333333332,1.7893333333333332,14.155666666666667,193.15,0.354625,2132.0,4264.0,33.33
Cruzeiro do Sul,05/06,2005,10,Noroeste,Latossolo Vermelho distrófico,456.0,28.984516129032258,19.35451612903226,23.84032258064516,80.59612903225806,1.3696774193548387,16.830322580645163,222.17000000000002,0.4224333333333334,2132.0,4264.0,33.33
Cruzeiro do Sul,05/06,2005,11,Noroeste,Latossolo Vermelho distrófico,456.0,30.486,18.240333333333336,23.87933333333333,73.104,1.541,23.738999999999997,79.95,0.523375,2132.0,4264.0,33.33
Cruzeiro do Sul,05/06,2005,12,Noroeste,Latossolo Vermelho distrófico,456.0,31.253225806451614,19.43548387096774,24.978064516129034,71.85483870967742,1.4535483870967743,24.11967741935484,94.2,0.633775,2132.0,4264.0,33.33
Cruzeiro do Sul,05/06,2006,1,Noroeste,Latossolo Vermelho distrófico,456.0,32.836774193548386,21.578709677419358,26.651290322580646,71.35387096774194,1.04,22.705483870967743,121.67,0.695325,2132.0,4264.0,33.33
Cruzeiro do Sul,05/06,2006,2,Noroeste,Latossolo Vermelho distrófico,456.0,30.9025,20.84142857142857,25.4425,77.57178571428571,1.0414285714285714,21.865357142857142,224.45,0.748075,2132.0,4264.0,33.33
Cruzeiro do Sul,05/06,2006,3,Noroeste,Latossolo Vermelho distrófico,456.0,30.442580645161293,21.044516129032257,25.15516129032258,80.85709677419355,1.0735483870967741,20.664193548387097,169.22,0.7237,2132.0,4264.0,33.33
Cruzeiro do Sul,06/07,2006,9,Noroeste,Latossolo Vermelho distrófico,456.0,28.107000000000003,14.116333333333333,20.456666666666667,68.568,1.701,17.125333333333334,150.03,0.565625,2000.0,6000.0,50.0
Cruzeiro do Sul,06/07,2006,10,Noroeste,Latossolo Vermelho distrófico,456.0,30.851935483870967,19.076451612903227,24.57032258064516,73.0725806451613,1.4264516129032259,20.94483870967742,103.09,0.6466,2000.0,6000.0,50.0
Cruzeiro do Sul,06/07,2006,11,Noroeste,Latossolo Vermelho distrófico,456.0,33.25333333333334,20.462333333333333,26.329333333333334,64.78266666666667,1.462,22.499666666666666,87.11,0.6351,2000.0,6000.0,50.0
Cruzeiro do Sul,06/07,2006,12,Noroeste,Latossolo Vermelho distrófico,456.0,31.25548387096774,21.605483870967742,25.962903225806453,77.12258064516129,1.2161290322580647,22.00548387096774,267.21,0.640125,2000.0,6000.0,50.0
Cruzeiro do Sul,06/07,2007,1,Noroeste,Latossolo Vermelho distrófico,456.0,29.07677419354839,21.818387096774195,25.01516129032258,86.10225806451614,1.1748387096774193,18.695806451612906,288.15,0.6407,2000.0,6000.0,50.0
Cruzeiro do Sul,06/07,2007,2,Noroeste,Latossolo Vermelho distrófico,456.0,29.69964285714286,21.00392857142857,24.87642857142857,82.66178571428573,1.112142857142857,21.667857142857144,156.05,0.6529999999999999,2000.0,6000.0,50.0
Cruzeiro do Sul,06/07,2007,3,Noroeste,Latossolo Vermelho distrófico,456.0,30.264193548387098,20.348387096774193,24.910967741935483,78.96322580645162,0.9232258064516129,22.01516129032258,128.58,0.593725,2000.0,6000.0,50.0
Cruzeiro do Sul,07/08,2007,9,Noroeste,Latossolo Vermelho distrófico,456.0,32.93533333333333,17.290000000000003,24.101,57.20366666666666,1.9516666666666667,19.455666666666666,11.2,0.365175,1920.0,4224.0,36.67
Cruzeiro do Sul,07/08,2007,10,Noroeste,Latossolo Vermelho distrófico,456.0,34.031290322580645,19.705161290322582,26.381290322580643,58.925161290322585,1.6038709677419354,19.52806451612903,75.76,0.4593,1920.0,4224.0,36.67
Cruzeiro do Sul,07/08,2007,11,Noroeste,Latossolo Vermelho distrófico,456.0,30.567333333333334,18.672666666666665,24.154666666666667,72.42466666666665,1.5693333333333332,22.619333333333334,189.03,0.55945,1920.0,4224.0,36.67
Cruzeiro do Sul,07/08,2007,12,Noroeste,Latossolo Vermelho distrófico,456.0,31.588387096774195,20.126451612903224,25.511612903225807,70.69548387096773,1.1012903225806452,23.65290322580645,161.71,0.5810500000000001,1920.0,4224.0,36.67
Cruzeiro do Sul,07/08,2008,1,Noroeste,Latossolo Vermelho distrófico,456.0,29.883548387096774,20.44645161290323,24.720645161290324,78.80419354838709,1.4996774193548388,20.048709677419353,147.51,0.67185,1920.0,4224.0,36.67
Cruzeiro do Sul,07/08,2008,2,Noroeste,Latossolo Vermelho distrófico,456.0,30.805862068965517,20.507241379310347,25.202068965517242,76.83241379310344,1.0493103448275862,21.581724137931033,175.89,0.6378250000000001,1920.0,4224.0,36.67
Cruzeiro do Sul,07/08,2008,3,Noroeste,Latossolo Vermelho distrófico,456.0,29.239354838709676,18.85225806451613,23.5458064516129,78.84903225806453,1.1548387096774193,21.490645161290324,131.47,0.6727,1920.0,4224.0,36.67
Cruzeiro do Sul,08/09,2008,9,Noroeste,Latossolo Vermelho distrófico,456.0,28.221333333333334,13.120333333333333,19.898333333333333,65.815,1.764,19.67866666666667,65.02,0.451925,1920.0,4128.0,35.83
Cruzeiro do Sul,08/09,2008,10,Noroeste,Latossolo Vermelho distrófico,456.0,31.425806451612903,19.081290322580646,24.651935483870968,70.57677419354839,1.614516129032258,19.27741935483871,111.97,0.385775,1920.0,4128.0,35.83
Cruzeiro do Sul,08/09,2008,11,Noroeste,Latossolo Vermelho distrófico,456.0,30.670333333333335,18.910666666666668,24.33833333333333,72.43366666666667,1.4056666666666666,23.12933333333333,148.5,0.49123333333333336,1920.0,4128.0,35.83
Cruzeiro do Sul,08/09,2008,12,Noroeste,Latossolo Vermelho distrófico,456.0,34.23967741935484,19.690322580645162,26.611290322580647,60.26,1.3245161290322582,25.748709677419356,64.95,0.4652,1920.0,4128.0,35.83
Cruzeiro do Sul,08/09,2009,1,Noroeste,Latossolo Vermelho distrófico,456.0,30.095483870967744,20.308709677419355,24.713225806451614,78.39548387096775,1.2893548387096774,20.284193548387098,277.68,0.59425,1920.0,4128.0,35.83
Cruzeiro do Sul,08/09,2009,2,Noroeste,Latossolo Vermelho distrófico,456.0,29.64107142857143,21.342142857142857,25.069285714285716,82.75428571428571,1.0464285714285715,22.124285714285715,184.18,0.700875,1920.0,4128.0,35.83
Cruzeiro do Sul,08/09,2009,3,Noroeste,Latossolo Vermelho distrófico,456.0,30.274193548387096,20.01225806451613,24.613548387096774,78.12741935483871,1.0232258064516129,21.02774193548387,75.87,0.66325,1920.0,4128.0,35.83
Cruzeiro do Sul,09/10,2009,9,Noroeste,Latossolo Vermelho distrófico,456.0,27.759999999999998,16.850666666666665,21.816333333333333,81.20066666666666,1.5513333333333332,16.490333333333332,173.65,0.600725,1843.0,5919.72,53.53
Cruzeiro do Sul,09/10,2009,10,Noroeste,Latossolo Vermelho distrófico,456.0,28.56677419354839,17.38935483870968,22.668064516129032,80.81709677419354,1.5203225806451615,20.27516129032258,340.54,0.5860333333333333,1843.0,5919.72,53.53
Cruzeiro do Sul,09/10,2009,11,Noroeste,Latossolo Vermelho distrófico,456.0,30.39466666666667,21.913333333333334,25.651999999999997,83.36933333333333,1.2483333333333335,21.858999999999998,227.0,0.6119749999999999,1843.0,5919.72,53.53
Cruzeiro do Sul,09/10,2009,12,Noroeste,Latossolo Vermelho distrófico,456.0,29.070967741935487,20.863548387096774,24.741612903225807,83.99870967741936,1.2280645161290322,20.221612903225807,303.43,0.663525,1843.0,5919.72,53.53
Cruzeiro do Sul,09/10,2010,1,Noroeste,Latossolo Vermelho distrófico,456.0,28.960967741935484,21.780322580645162,24.953225806451613,87.19774193548388,1.2383870967741937,19.658709677419353,325.1,0.672275,1843.0,5919.72,53.53
Cruzeiro do Sul,09/10,2010,2,Noroeste,Latossolo Vermelho distrófico,456.0,29.674285714285713,21.445714285714285,25.221785714285716,84.08678571428571,1.1007142857142858,21.695714285714285,172.57,0.60365,1843.0,5919.72,53.53
Cruzeiro do Sul,09/10,2010,3,Noroeste,Latossolo Vermelho distrófico,456.0,29.897096774193546,20.2041935483871,24.556451612903224,81.26387096774194,1.151290322580645,20.871290322580645,163.03,0.611125,1843.0,5919.72,53.53
Cruzeiro do Sul,10/11,2010,9,Noroeste,Latossolo Vermelho distrófico,456.0,31.113333333333333,16.635,23.175,56.604,1.877,15.998666666666667,126.47,0.29315,1939.0,6398.7,55.0
Cruzeiro do Sul,10/11,2010,10,Noroeste,Latossolo Vermelho distrófico,456.0,29.411935483870966,16.392580645161292,22.361290322580647,72.07709677419355,1.5461290322580645,20.315806451612904,157.97,0.35086666666666666,1939.0,6398.7,55.0
Cruzeiro do Sul,10/11,2010,11,Noroeste,Latossolo Vermelho distrófico,456.0,31.041999999999998,17.36,23.898666666666667,66.42066666666666,1.377,24.017,109.55,0.404775,1939.0,6398.7,55.0
Cruzeiro do Sul,10/11,2010,12,Noroeste,Latossolo Vermelho distrófico,456.0,30.056451612903224,20.600645161290323,24.978387096774195,80.90225806451612,1.2103225806451614,21.365483870967743,250.92,0.54465,1939.0,6398.7,55.0
Cruzeiro do Sul,10/11,2011,1,Noroeste,Latossolo Vermelho distrófico,456.0,29.47483870967742,21.42322580645161,25.192580645161293,82.87516129032258,0.8874193548387097,21.703548387096777,235.45,0.60105,1939.0,6398.7,55.0
Cruzeiro do Sul,10/11,2011,2,Noroeste,Latossolo Vermelho distrófico,456.0,28.90892857142857,21.56142857142857,24.865357142857142,85.35428571428572,0.9546428571428571,20.256785714285716,266.02,0.60205,1939.0,6398.7,55.0
Cruzeiro do Sul,10/11,2011,3,Noroeste,Latossolo Vermelho distrófico,456.0,27.647096774193546,19.544838709677418,23.22225806451613,85.47935483870968,1.47,17.263870967741934,155.91,0.688825,1939.0,6398.7,55.0
Cruzeiro do Sul,11/12,2011,9,Noroeste,Latossolo Vermelho distrófico,456.0,31.86433333333333,14.879999999999999,22.326,59.72366666666667,1.8039999999999998,20.648666666666667,17.900000000000002,0.384225,1939.0,2924.0,25.13
Cruzeiro do Sul,11/12,2011,10,Noroeste,Latossolo Vermelho distrófico,456.0,30.57741935483871,18.14032258064516,23.846774193548388,70.69612903225806,1.6758064516129034,20.15290322580645,208.67,0.4896666666666667,1939.0,2924.0,25.13
Cruzeiro do Sul,11/12,2011,11,Noroeste,Latossolo Vermelho distrófico,456.0,30.299,17.351666666666667,23.552333333333333,69.334,1.492,25.57,113.37,0.529975,1939.0,2924.0,25.13
Cruzeiro do Sul,11/12,2011,12,Noroeste,Latossolo Vermelho distrófico,456.0,34.10709677419354,19.536451612903225,26.48032258064516,59.37193548387096,1.245806451612903,26.34,75.35,0.5039,1939.0,2924.0,25.13
Cruzeiro do Sul,11/12,2012,1,Noroeste,Latossolo Vermelho distrófico,456.0,30.950967741935486,20.228064516129034,25.100645161290323,74.18677419354839,1.332258064516129,23.853225806451615,184.28,0.60765,1939.0,2924.0,25.13
Cruzeiro do Sul,11/12,2012,2,Noroeste,Latossolo Vermelho distrófico,456.0,32.98379310344828,21.065862068965515,26.50551724137931,69.65275862068965,1.0458620689655174,23.847586206896555,89.09,0.6342,1939.0,2924.0,25.13
Cruzeiro do Sul,11/12,2012,3,Noroeste,Latossolo Vermelho distrófico,456.0,32.43387096774194,19.04032258064516,25.22483870967742,65.75612903225807,1.18,21.991290322580646,80.08000000000001,0.6109249999999998,1939.0,2924.0,25.13
Cruzeiro do Sul,12/13,2012,9,Noroeste,Latossolo Vermelho distrófico,456.0,32.171,15.712333333333333,23.375,55.20466666666667,1.8773333333333333,20.332,70.48,0.4143,2100.0,7854.0,62.33
Cruzeiro do Sul,12/13,2012,10,Noroeste,Latossolo Vermelho distrófico,456.0,34.15193548387097,19.38032258064516,26.023870967741935,62.0541935483871,1.5964516129032258,20.79548387096774,53.17,0.356925,2100.0,7854.0,62.33
Cruzeiro do Sul,12/13,2012,11,Noroeste,Latossolo Vermelho distrófico,456.0,33.824333333333335,20.116666666666667,26.456333333333337,62.050666666666665,1.46,22.861333333333334,88.78999999999999,0.4363333333333333,2100.0,7854.0,62.33
Cruzeiro do Sul,12/13,2012,12,Noroeste,Latossolo Vermelho distrófico,456.0,32.40096774193548,22.701290322580647,27.061612903225804,75.57129032258065,1.0561290322580645,22.687741935483874,241.16,0.569775,2100.0,7854.0,62.33
Cruzeiro do Sul,12/13,2013,1,Noroeste,Latossolo Vermelho distrófico,456.0,29.726451612903226,19.75774193548387,24.421935483870968,78.8158064516129,1.2741935483870968,23.52064516129032,118.45,0.66155,2100.0,7854.0,62.33
Cruzeiro do Sul,12/13,2013,2,Noroeste,Latossolo Vermelho distrófico,456.0,29.584285714285716,20.87142857142857,24.72714285714286,82.3275,1.0939285714285714,20.432142857142857,248.57,0.659925,2100.0,7854.0,62.33
Cruzeiro do Sul,12/13,2013,3,Noroeste,Latossolo Vermelho distrófico,456.0,28.88258064516129,19.794516129032257,23.809032258064516,82.57000000000001,1.2041935483870967,18.99516129032258,142.74,0.659425,2100.0,7854.0,62.33
Cruzeiro do Sul,13/14,2013,9,Noroeste,Latossolo Vermelho distrófico,456.0,29.94633333333333,14.854333333333333,21.721,65.10033333333334,1.7913333333333334,18.196,117.75,0.43845000000000006,2200.0,5297.6,40.13
Cruzeiro do Sul,13/14,2013,10,Noroeste,Latossolo Vermelho distrófico,456.0,28.563870967741938,17.107741935483872,22.36741935483871,75.69774193548388,1.5896774193548386,20.766774193548386,162.62,0.39126666666666665,2200.0,5297.6,40.13
Cruzeiro do Sul,13/14,2013,11,Noroeste,Latossolo Vermelho distrófico,456.0,31.925666666666665,19.145,25.062666666666665,68.82833333333333,1.666,23.632333333333335,94.94,0.424525,2200.0,5297.6,40.13
Cruzeiro do Sul,13/14,2013,12,Noroeste,Latossolo Vermelho distrófico,456.0,33.43709677419355,21.428709677419352,27.008064516129032,66.75193548387097,1.246451612903226,24.210967741935484,139.09,0.44537499999999997,2200.0,5297.6,40.13
Cruzeiro do Sul,13/14,2014,1,Noroeste,Latossolo Vermelho distrófico,456.0,30.63774193548387,21.06,25.59967741935484,77.21774193548387,0.9945161290322581,23.998064516129034,187.66,0.455175,2200.0,5297.6,40.13
Cruzeiro do Sul,13/14,2014,2,Noroeste,Latossolo Vermelho distrófico,456.0,32.02964285714286,21.241071428571427,26.139285714285712,70.67571428571429,1.3792857142857142,22.185000000000002,145.09,0.38957500000000006,2200.0,5297.6,40.13
Cruzeiro do Sul,13/14,2014,3,Noroeste,Latossolo Vermelho distrófico,456.0,29.614193548387096,19.923548387096773,24.21967741935484,80.04322580645162,1.2032258064516128,19.421290322580646,161.96,0.389275,2200.0,5297.6,40.13
Cruzeiro do Sul,14/15,2014,9,Noroeste,Latossolo Vermelho distrófico,456.0,31.23966666666667,17.534,23.549,66.218,1.8226666666666667,17.72233333333333,153.0,0.37252500000000005,2400.0,8040.0,55.83
Cruzeiro do Sul,14/15,2014,10,Noroeste,Latossolo Vermelho distrófico,456.0,32.780967741935484,18.311612903225804,24.862903225806452,63.8941935483871,1.6048387096774193,23.176451612903225,47.0,0.39526666666666666,2400.0,8040.0,55.83
Cruzeiro do Sul,14/15,2014,11,Noroeste,Latossolo Vermelho distrófico,456.0,31.083333333333332,19.878666666666668,24.976,72.32033333333334,1.395,21.660666666666664,136.77,0.485575,2400.0,8040.0,55.83
Cruzeiro do Sul,14/15,2014,12,Noroeste,Latossolo Vermelho distrófico,456.0,30.381290322580647,20.822580645161292,25.231290322580644,78.13516129032259,1.3490322580645162,22.236451612903227,200.14,0.6273500000000001,2400.0,8040.0,55.83
Cruzeiro do Sul,14/15,2015,1,Noroeste,Latossolo Vermelho distrófico,456.0,31.023225806451613,21.916774193548385,25.981612903225805,79.11483870967741,0.9367741935483871,23.778387096774193,181.71,0.660025,2400.0,8040.0,55.83
Cruzeiro do Sul,14/15,2015,2,Noroeste,Latossolo Vermelho distrófico,456.0,29.988214285714285,21.207142857142856,25.035357142857144,82.47607142857143,1.0107142857142857,21.416428571428572,183.4,0.711625,2400.0,8040.0,55.83
Cruzeiro do Sul,14/15,2015,3,Noroeste,Latossolo Vermelho distrófico,456.0,29.302258064516128,19.97806451612903,24.11,81.06774193548387,1.0312903225806451,20.730645161290322,119.5,0.532725,2400.0,8040.0,55.83
Cruzeiro do Sul,15/16,2015,9,Noroeste,Latossolo Vermelho distrófico,456.0,31.221999999999998,17.531333333333336,23.440333333333335,69.937,1.4546666666666668,16.602666666666668,187.78,0.5883,1950.0,5362.5,45.83
Cruzeiro do Sul,15/16,2015,10,Noroeste,Latossolo Vermelho distrófico,456.0,31.11774193548387,19.377741935483872,24.656129032258065,76.58064516129032,1.4919354838709677,19.57677419354839,184.1,0.6221666666666666,1950.0,5362.5,45.83
Cruzeiro do Sul,15/16,2015,11,Noroeste,Latossolo Vermelho distrófico,456.0,29.372333333333334,20.974666666666668,24.767333333333333,84.38833333333334,1.2523333333333333,17.66033333333333,368.6,0.610325,1950.0,5362.5,45.83
Cruzeiro do Sul,15/16,2015,12,Noroeste,Latossolo Vermelho distrófico,456.0,28.74290322580645,21.90774193548387,25.050645161290323,86.92096774193548,1.0503225806451613,18.370967741935484,285.65,0.6741,1950.0,5362.5,45.83
Cruzeiro do Sul,15/16,2016,1,Noroeste,Latossolo Vermelho distrófico,456.0,28.90290322580645,21.160967741935483,24.733225806451614,85.60387096774193,1.3670967741935485,21.986451612903227,287.18,0.6648000000000001,1950.0,5362.5,45.83
Cruzeiro do Sul,15/16,2016,2,Noroeste,Latossolo Vermelho distrófico,456.0,29.455172413793104,22.139655172413793,25.45448275862069,85.71551724137932,0.9541379310344829,19.20344827586207,300.98,0.63475,1950.0,5362.5,45.83
Cruzeiro do Sul,15/16,2016,3,Noroeste,Latossolo Vermelho distrófico,456.0,29.197741935483872,19.35258064516129,23.76225806451613,82.86032258064516,1.18,21.148709677419355,109.08,0.6003000000000001,1950.0,5362.5,45.83
Cruzeiro do Sul,16/17,2016,9,Noroeste,Latossolo Vermelho distrófico,456.0,27.361333333333334,13.406,19.635666666666665,70.91366666666666,1.465,19.283666666666665,46.57,0.5078,2000.0,7000.0,58.33
Cruzeiro do Sul,16/17,2016,10,Noroeste,Latossolo Vermelho distrófico,456.0,29.910967741935483,17.61064516129032,23.226774193548387,72.31548387096775,1.6741935483870967,20.447741935483872,137.76,0.51975,2000.0,7000.0,58.33
Cruzeiro do Sul,16/17,2016,11,Noroeste,Latossolo Vermelho distrófico,456.0,32.18566666666667,18.843,25.00766666666667,67.09133333333334,1.4633333333333334,23.952333333333335,45.75,0.5073666666666666,2000.0,7000.0,58.33
Cruzeiro do Sul,16/17,2016,12,Noroeste,Latossolo Vermelho distrófico,456.0,30.42967741935484,20.456129032258065,25.05806451612903,76.78387096774195,1.247741935483871,21.68,203.06,0.556975,2000.0,7000.0,58.33
Cruzeiro do Sul,16/17,2017,1,Noroeste,Latossolo Vermelho distrófico,456.0,29.88,21.421290322580646,25.19645161290323,82.31709677419354,0.9690322580645161,21.431290322580644,208.6,0.562925,2000.0,7000.0,58.33
Cruzeiro do Sul,16/17,2017,2,Noroeste,Latossolo Vermelho distrófico,456.0,30.893571428571427,21.468214285714286,25.682142857142857,79.93142857142857,1.022857142857143,23.91142857142857,113.28,0.519325,2000.0,7000.0,58.33
