municipio,SAFRA,REGIAO,Solo,Altitude (m),Tmax (°C),Tmin (°C),Tmed (°C),UR (%),U2 (m/s),RS (MJ/m²d),Chuva (mm),NDVI,AREA TOTAL,PRODUCAO,YIELD_SC_HA,GDD,VPD,NDVI_x_RS,NDVI_Quadrado,Tmed_Quadrado,Desvio_Temp_Otima,Chuva_Total_Safra_Anterior,NDVI_Medio_Safra_Anterior
Bandeirantes,14/15,Norte,Nitossolo Vermelho eutrófico,420.0,30.176603773584905,19.624481132075477,24.6477358490566,74.17316037735849,2.2769339622641507,20.82268867924528,1004.05,0.5278598663522013,17480.0,46147.2,44.0,14.90054245283019,0.8011263710809974,10.991461663319908,0.2786360385053638,607.5108824848697,0.4195617301530723,920.53,0.5948975628930818
Bandeirantes,15/16,Norte,Nitossolo Vermelho eutrófico,420.0,28.828262910798124,20.126150234741782,24.29737089201878,82.17112676056338,2.1786854460093896,18.60924882629108,1717.77,0.6418773865414711,18160.0,50121.6,46.0,14.477206572769951,0.5415686813284748,11.944856002119655,0.4120065793533091,590.3622322643215,0.0884294474200447,1004.05,0.5278598663522013
Bandeirantes,16/17,Norte,Nitossolo Vermelho eutrófico,420.0,29.094622641509435,18.90325471698113,23.76731132075472,76.90382075471699,2.2700943396226414,21.08254716981132,901.29,0.6167745283018868,18200.0,63336.0,58.0,13.998938679245285,0.6796040908975011,13.003178086062656,0.380410818762015,564.8850874176755,0.054144021448911984,1717.77,0.6418773865414711
Bandeirantes,17/18,Norte,Nitossolo Vermelho eutrófico,420.0,29.790377358490566,19.37801886792453,24.31084905660377,76.33443396226414,2.369858490566038,20.064056603773583,1204.07,0.6045555817610063,18240.0,56908.8,52.0,14.584198113207549,0.719444112928065,12.1298374125801,0.3654874514383888,591.0173818529724,0.0966271359914548,901.29,0.6167745283018868
Bandeirantes,18/19,Norte,Nitossolo Vermelho eutrófico,420.0,29.928632075471697,19.795235849056603,24.705047169811323,76.08264150943397,2.227311320754717,20.763584905660377,1018.76,0.6020564465408805,18250.0,49275.0,45.0,14.86193396226415,0.7444391774183086,12.50085014575175,0.3624719648214321,610.3393556626024,0.4970915116589562,1204.07,0.6045555817610063
Bandeirantes,19/20,Norte,Nitossolo Vermelho eutrófico,420.0,32.26131455399061,19.810704225352115,25.73830985915493,67.6443661971831,2.48981220657277,21.045211267605637,832.95,0.5157978873239436,18250.0,60225.0,55.0,16.036009389671364,1.0709033061131106,10.855075510117041,0.2660474605678436,662.4605944058719,3.021721166435237,1018.76,0.6020564465408805
Bandeirantes,20/21,Norte,Nitossolo Vermelho eutrófico,420.0,32.27849056603774,19.837924528301887,25.75702830188679,67.04424528301887,2.24872641509434,21.289669811320756,698.39,0.5313320754716981,18320.0,62654.4,57.0,16.058207547169815,1.0919759822881763,11.311884446956213,0.28231377442506234,663.4245069441971,3.087148453631181,832.95,0.5157978873239436
Bandeirantes,21/22,Norte,Nitossolo Vermelho eutrófico,420.0,32.03240566037736,19.555613207547168,25.50306603773585,67.17768867924528,2.352075471698113,21.243066037735847,858.02,0.5722990566037736,18250.0,52560.0,48.0,15.794009433962263,1.0713039570506713,12.157386652767887,0.32752621018956923,650.4063773251157,2.259207513794944,698.39,0.5313320754716981
Bandeirantes,22/23,Norte,Nitossolo Vermelho eutrófico,420.0,28.81117924528302,18.562075471698112,23.43872641509434,76.66915094339623,2.366981132075472,19.528160377358493,1072.41,0.5787314072327044,18800.0,66552.0,59.0,13.686627358490568,0.6730618681678513,11.301559735854621,0.33493004171754637,549.3738959616412,0.31502803711285093,858.02,0.5722990566037736
Bandeirantes,23/24,Norte,Nitossolo Vermelho eutrófico,420.0,34.32868544600939,21.322394366197184,27.490845070422537,63.47347417840376,2.374507042253521,20.766525821596247,668.04,0.5562124804381847,18400.0,34224.0,31.0,17.825539906103288,1.3402701083938184,11.55060083731366,0.30937232339519805,755.7465626859752,12.18599930569333,1072.41,0.5787314072327044
Bandeirantes,99/00,Norte,Nitossolo Vermelho eutrófico,420.0,28.2605,19.704833333333333,23.81733333333333,82.5925,2.26,19.162166666666668,390.17,0.7202525000000001,7500.0,13013.0,28.92,13.982666666666667,0.5137576000554686,13.801598447083336,0.5187636637562502,567.265367111111,0.0333671111111122,668.04,0.5562124804381847
Campina do Simão,00/01,Sul,Latossolo Bruno distrófico,994.0,24.601650943396223,15.989811320754718,20.021415094339623,85.81580188679246,0.2111792452830188,18.85547169811321,1553.8,0.7750985849056603,3400.0,9860.0,48.33,10.29573113207547,0.33210637809622073,14.614849430936276,0.6007778163227571,400.8570623798505,15.829137851548587,,
Campina do Simão,01/02,Sul,Latossolo Bruno distrófico,994.0,24.39382075471698,15.291132075471698,19.57221698113208,83.92603773584905,0.2164622641509434,20.04783018867925,1113.81,0.8168908018867924,4300.0,10965.0,42.5,9.842476415094339,0.36601594037710194,16.376888078920437,0.6673105822072467,383.07167755651494,19.605262462175116,1553.8,0.7750985849056603
Campina do Simão,02/03,Sul,Latossolo Bruno distrófico,994.0,24.78561320754717,15.993584905660375,20.07632075471698,85.49622641509434,0.2119811320754717,18.70759433962264,1442.63,0.8136360455974843,4900.0,13720.0,46.67,10.389599056603771,0.34074458717538936,15.221173081132445,0.6620036146955115,403.0586550462798,15.395258819864718,1113.81,0.8168908018867924
Campina do Simão,03/04,Sul,Latossolo Bruno distrófico,994.0,25.24572769953052,14.66018779342723,19.65112676056338,77.78098591549295,0.2164319248826291,20.95924882629108,1076.22,0.7820721048513302,5600.0,14560.0,43.33,9.952957746478873,0.5084282491392728,16.391643845680235,0.6116367771865899,386.16678295973014,18.91269845268797,1442.63,0.8136360455974843
Campina do Simão,04/05,Sul,Latossolo Bruno distrófico,994.0,25.666462264150944,15.474481132075471,20.3152358490566,78.79476415094341,0.2215566037735849,20.03377358490566,943.79,0.7733718160377359,6100.0,12200.0,33.33,10.57047169811321,0.5055967882974168,15.493555859447312,0.5981039658415056,412.70880760279437,13.577486848077644,1076.22,0.7820721048513302
Campina do Simão,05/06,Sul,Latossolo Bruno distrófico,994.0,25.117783018867925,15.61061320754717,20.099245283018867,81.72287735849056,0.2065566037735849,19.231792452830188,1155.7,0.7925842374213837,5900.0,14750.0,41.67,10.364198113207546,0.43000317693929274,15.242815555472738,0.6281897734088364,403.9796609469562,15.21588736205056,943.79,0.7733718160377359
Campina do Simão,06/07,Sul,Latossolo Bruno distrófico,994.0,26.13816037735849,16.275943396226417,20.864056603773587,78.74608490566037,0.2259433962264151,19.43617924528302,1080.73,0.7990428852201259,6400.0,17600.0,45.83,11.207051886792453,0.5241882633480688,15.530340741806475,0.6384695324209033,435.30885796546823,9.834140984336047,1155.7,0.7925842374213837
Campina do Simão,07/08,Sul,Latossolo Bruno distrófico,994.0,26.56032863849765,15.829671361502346,20.834835680751173,75.11478873239437,0.212300469483568,19.815399061032867,896.63,0.7979735915492958,5800.0,15370.0,44.17,11.195,0.6126455284346248,15.81216515671494,0.6367618528100824,434.09037784390216,10.018265167845891,1080.73,0.7990428852201259
Campina do Simão,08/09,Sul,Latossolo Bruno distrófico,994.0,25.100801886792453,15.295471698113207,19.895613207547168,79.39537735849056,0.2141037735849056,19.765990566037736,902.2,0.8163168632075473,5950.0,14875.0,41.67,10.198136792452829,0.4786895389327567,16.135311417057896,0.6663732211570095,395.8354249043253,16.84599094206125,896.63,0.7979735915492958
Campina do Simão,09/10,Sul,Latossolo Bruno distrófico,994.0,24.79047169811321,16.950943396226414,20.61995283018868,87.38551886792453,0.2069811320754717,17.933537735849058,1558.31,0.8214428459119497,6620.0,18535.0,46.66,10.870707547169811,0.3064735003332643,14.731376275005193,0.6747683490999231,425.18245471920613,11.424718870149514,902.2,0.8163168632075473
Campina do Simão,10/11,Sul,Latossolo Bruno distrófico,994.0,24.45117924528302,15.643254716981131,19.75551886792453,83.73801886792452,0.2079245283018868,18.50551886792453,1132.68,0.8419742924528302,6810.0,21440.0,52.47,10.047216981132074,0.37453405100193216,15.581171155293255,0.708920709151444,390.2805257409221,18.01562008054467,1558.31,0.8214428459119497
Campina do Simão,11/12,Sul,Latossolo Bruno distrófico,994.0,26.230422535211268,14.927089201877934,20.209671361502348,74.36704225352113,0.197981220657277,21.14680751173709,670.27,0.8369751564945227,6100.0,15860.0,43.33,10.5787558685446,0.6071943195634935,17.6993525264957,0.7005274125890307,408.4308165399282,14.366591187815462,1132.68,0.8419742924528302
Campina do Simão,12/13,Sul,Latossolo Bruno distrófico,994.0,26.598349056603777,16.22367924528302,21.02353773584905,76.36834905660378,0.2166509433962264,19.0511320754717,1061.75,0.8323206367924528,6300.0,19215.0,50.83,11.411014150943398,0.5885706932054403,15.856650380673727,0.6927576424305942,441.989138930669,8.859327609914597,670.27,0.8369751564945227
Campina do Simão,13/14,Sul,Latossolo Bruno distrófico,994.0,25.70570754716981,15.682028301886794,20.40037735849057,78.44811320754717,0.215754716981132,20.11117924528302,817.62,0.8270633254716981,7900.0,24885.0,52.5,10.693867924528302,0.5165698955448462,16.63321878576117,0.6840337443403041,416.1753963688147,12.95728316126733,1061.75,0.8323206367924528
Campina do Simão,14/15,Sul,Latossolo Bruno distrófico,994.0,25.70566037735849,16.60259433962264,20.798584905660377,81.05240566037736,0.210188679245283,19.48702830188679,874.44,0.7842634827044025,8400.0,26040.0,51.67,11.154127358490566,0.4654291754866227,15.282964683596994,0.6150692103036386,432.58113407796367,10.249058606265578,817.62,0.8270633254716981
Campina do Simão,15/16,Sul,Latossolo Bruno distrófico,994.0,25.1343661971831,17.10150234741784,20.83718309859155,86.21859154929578,0.2070422535211267,17.28680751173709,1303.1,0.7367608763693271,8600.0,27950.0,54.17,11.117934272300467,0.3393315496023666,12.736243451975286,0.5428165889484988,434.1881994842293,10.003410751834958,874.44,0.7842634827044025
Campina do Simão,16/17,Sul,Latossolo Bruno distrófico,994.0,24.63084905660377,15.566603773584903,19.809622641509435,83.43646226415093,0.2124528301886792,19.997028301886797,1022.33,0.8151795990566038,9700.0,36666.0,63.0,10.098726415094337,0.3827612348289243,16.301169513455637,0.6645177787180853,392.42114919900325,17.559262406550367,1303.1,0.7367608763693271
Campina do Simão,17/18,Sul,Latossolo Bruno distrófico,994.0,25.227311320754715,16.16188679245283,20.46174528301887,82.26014150943396,0.2137264150943396,18.89438679245283,1426.28,0.7482209512578616,10100.0,34643.0,57.17,10.69459905660377,0.42681360232324367,14.137176059283034,0.5598345919012193,418.683020027145,12.51924644223921,1022.33,0.8151795990566038
Campina do Simão,18/19,Sul,Latossolo Bruno distrófico,994.0,25.966839622641512,16.658254716981133,20.99985849056604,81.22462264150943,0.2148584905660377,19.05377358490566,1131.6,0.7993310927672956,10550.0,35448.0,56.0,11.312547169811324,0.466940589531537,15.230273660963272,0.638930195864559,440.99405662379866,9.000849076628676,1426.28,0.7482209512578616
Campina do Simão,19/20,Sul,Latossolo Bruno distrófico,994.0,27.654929577464788,16.404272300469483,21.71807511737089,72.71244131455398,0.2091549295774648,20.21394366197183,838.53,0.7820888106416275,10820.0,42065.0,64.8,12.029600938967135,0.7091594458399563,15.809099156968411,0.6116629077308354,471.6747868037646,5.207181169961875,1131.6,0.7993310927672956
Campina do Simão,20/21,Sul,Latossolo Bruno distrófico,994.0,27.32,16.379716981132077,21.42490566037736,74.4766037735849,0.2308490566037735,19.774716981132077,767.97,0.8068147405660377,10920.0,38115.0,58.17,11.849858490566039,0.6515256006756724,15.954533150898898,0.6509500255946428,459.0265825560698,6.631110857956566,838.53,0.7820888106416275
Campina do Simão,21/22,Sul,Latossolo Bruno distrófico,994.0,27.730330188679243,16.484622641509432,21.759764150943397,72.10716981132074,0.2172641509433962,20.16419811320755,880.75,0.8359658411949686,11280.0,37928.0,56.04,12.10747641509434,0.7267374916801478,16.85658083772955,0.6988388876448115,473.4873359046814,5.018656659398359,767.97,0.8068147405660377
Campina do Simão,22/23,Sul,Latossolo Bruno distrófico,994.0,24.18943396226415,15.288301886792452,19.454198113207543,83.17150943396227,0.2104245283018868,18.91556603773585,1128.77,0.8200674135220126,11720.0,47912.0,68.13,9.7388679245283,0.38039723640992473,15.512039315870863,0.6725105627206837,378.4658242279279,20.664314793965865,880.75,0.8359658411949686
Campina do Simão,23/24,Sul,Latossolo Bruno distrófico,994.0,26.660281690140845,17.439765258215964,21.76680751173709,81.4380751173709,0.2145539906103286,18.6324882629108,1237.08,0.7975473004694836,12160.0,47328.0,64.87,12.050023474178403,0.4838322118735351,14.860290715113848,0.6360816964861609,473.79390925301414,4.987148689633895,1128.77,0.8200674135220126
Campina do Simão,99/00,Sul,Latossolo Bruno distrófico,994.0,25.547833333333333,16.697166666666668,20.790333333333333,83.31033333333333,0.204,18.83783333333333,298.11,0.8067508333333333,3300.0,7755.0,39.17,11.122500000000002,0.4097573158210419,15.197437739861106,0.6508469070840277,432.2379601111111,10.301960111111114,1237.08,0.7975473004694836
Cruzeiro do Sul,00/01,Noroeste,Latossolo Vermelho distrófico,456.0,30.401462264150943,19.544716981132076,24.50254716981132,75.77146226415094,1.213679245283019,20.99127358490566,1091.65,0.6139596698113208,600.0,2100.0,58.33,14.97308962264151,0.7450559701132087,12.887795399107778,0.376946476154826,600.3748178088287,0.2525536578853663,,
Cruzeiro do Sul,01/02,Noroeste,Latossolo Vermelho distrófico,456.0,30.91731132075472,19.142783018867924,24.5311320754717,72.30768867924527,1.340566037735849,21.8447641509434,947.87,0.6207669811320754,1600.0,5552.0,57.83,15.030047169811322,0.8530276173821661,13.56050829552332,0.38535164486383044,601.7764409042364,0.2821012815948751,1091.65,0.6139596698113208
Cruzeiro do Sul,02/03,Noroeste,Latossolo Vermelho distrófico,456.0,30.90830188679245,19.784103773584903,24.80377358490566,74.8667924528302,1.288679245283019,20.766603773584908,1145.99,0.6665042059748427,2122.0,7363.34,57.83,15.346202830188677,0.7869056384950736,13.841028758907381,0.4442278565821556,615.2271840512637,0.6460519757920955,947.87,0.6207669811320754
Cruzeiro do Sul,03/04,Noroeste,Latossolo Vermelho distrófico,456.0,31.614647887323944,18.61798122065728,24.54798122065728,68.68384976525822,1.4183098591549297,22.368826291079813,747.92,0.6949015258215963,2240.0,3360.0,25.0,15.116314553990613,0.9656275711226497,15.5441315205096,0.4828881305891826,602.6033820097425,0.3002834181930436,1145.99,0.6665042059748427
Cruzeiro do Sul,04/05,Noroeste,Latossolo Vermelho distrófico,456.0,30.96608490566038,18.98235849056604,24.465849056603776,72.01334905660377,1.3521226415094338,21.476933962264148,1009.82,0.6853152122641509,2200.0,6380.0,48.33,14.974221698113212,0.8587357474542183,14.718469557132206,0.46965694016065823,598.5777700605199,0.21701534353862836,747.92,0.6949015258215963
Cruzeiro do Sul,05/06,Noroeste,Latossolo Vermelho distrófico,456.0,30.183443396226416,19.254481132075476,24.243066037735847,75.73103773584906,1.330707547169811,20.58009433962264,1104.81,0.5849921383647798,2132.0,4264.0,33.33,14.718962264150946,0.7347983871845822,12.03919339548475,0.3422158019485977,587.7262509100212,0.059081098700604254,1009.82,0.6853152122641509
Cruzeiro do Sul,06/07,Noroeste,Latossolo Vermelho distrófico,456.0,30.364622641509435,19.78198113207547,24.596037735849052,75.88740566037735,1.287688679245283,20.70259433962264,1180.22,0.6248179245283019,2000.0,6000.0,50.0,15.07330188679245,0.745645609588296,12.935352027634387,0.39039743881185474,604.9650723033105,0.3552609825560641,1104.81,0.5849921383647798
Cruzeiro do Sul,07/08,Noroeste,Latossolo Vermelho distrófico,456.0,31.293286384976525,19.373849765258218,24.805023474178405,70.52807511737089,1.4188262910798122,21.19460093896713,892.57,0.5641670187793427,1920.0,4224.0,36.67,15.33356807511737,0.9228170771328041,11.957294825954945,0.31828442507837124,615.2891895545417,0.6480627939782695,1180.22,0.6248179245283019
Cruzeiro do Sul,08/09,Noroeste,Latossolo Vermelho distrófico,456.0,30.678254716981133,18.916886792452832,24.27985849056604,72.51287735849057,1.3546698113207547,21.604716981132075,928.17,0.5343489386792453,1920.0,4128.0,35.83,14.797570754716983,0.8340717858440105,11.544457589333392,0.28552878826763584,589.5115283219118,0.0783207747419014,892.57,0.5641670187793427
Cruzeiro do Sul,09/10,Noroeste,Latossolo Vermelho distrófico,456.0,29.183443396226416,20.05075471698113,24.22056603773585,83.12797169811321,1.292877358490566,20.140518867924527,1705.32,0.6217212657232704,1843.0,5919.72,53.53,14.617099056603774,0.5101510782786691,12.521788882889446,0.38653733225254533,586.6358191883232,0.048649377002492326,928.17,0.5343489386792453
Cruzeiro do Sul,10/11,Noroeste,Latossolo Vermelho distrófico,456.0,29.66231132075472,19.05834905660377,23.94731132075472,75.66985849056604,1.3343396226415094,20.130990566037735,1302.29,0.497840998427673,1939.0,6398.7,55.0,14.360330188679246,0.7236985725081867,10.022032442734291,0.2478456597154623,573.4737194931472,0.002776096920611845,1705.32,0.6217212657232704
Cruzeiro do Sul,11/12,Noroeste,Latossolo Vermelho distrófico,456.0,31.885352112676056,18.60638497652582,24.71943661971831,66.95774647887323,1.3974647887323943,23.19530516431925,768.74,0.5370619327073552,1939.0,2924.0,25.13,15.245868544600938,1.0293397013610595,12.457315421286195,0.2884355195633598,611.0505467962705,0.5175890497917063,1302.29,0.497840998427673
Cruzeiro do Sul,12/13,Noroeste,Latossolo Vermelho distrófico,456.0,31.54830188679245,19.76377358490566,25.13259433962264,71.1895283018868,1.3670283018867924,21.386179245283017,963.36,0.5362020047169811,2100.0,7854.0,62.33,15.656037735849054,0.9198847176634604,11.467312184557448,0.28751258986250944,631.6472982400319,1.2827699381452407,768.74,0.5370619327073552
Cruzeiro do Sul,13/14,Noroeste,Latossolo Vermelho distrófico,456.0,30.86240566037736,19.244575471698116,24.57759433962264,72.11231132075471,1.4075,21.77518867924528,1009.11,0.4193924135220125,2200.0,5297.6,40.13,15.053490566037738,0.861434835034361,9.132348935085881,0.17588999651981874,604.0581435230508,0.33361522116411224,963.36,0.5362020047169811
Cruzeiro do Sul,14/15,Noroeste,Latossolo Vermelho distrófico,456.0,30.837169811320752,19.94377358490566,24.82311320754717,74.68891509433962,1.3085377358490566,21.55061320754717,1021.52,0.5393625786163522,2400.0,8040.0,55.83,15.390471698113206,0.7933896072391969,11.623594310386258,0.29091199121168065,616.1869493147027,0.6775153524385904,1009.11,0.4193924135220125
Cruzeiro do Sul,15/16,Noroeste,Latossolo Vermelho distrófico,456.0,29.71281690140845,20.34272300469484,24.547793427230047,81.72042253521127,1.2518779342723003,19.24112676056338,1723.37,0.628022848200313,1950.0,5362.5,45.83,15.027769953051646,0.5636409880601096,12.083867230752274,0.39441269786163335,602.5941621459588,0.3000776389164411,1021.52,0.5393625786163522
Cruzeiro do Sul,16/17,Noroeste,Latossolo Vermelho distrófico,456.0,30.002028301886792,19.08372641509434,24.01816037735849,75.8079245283019,1.2843396226415094,21.5388679245283,870.94,0.5305185141509434,2000.0,7000.0,58.33,14.542877358490564,0.7226587998004755,11.426768207814169,0.28144989385692476,576.8720279125134,0.0003297993058027953,1723.37,0.628022848200313
Cruzeiro do Sul,17/18,Noroeste,Latossolo Vermelho distrófico,456.0,30.30858490566038,19.5925,24.39792452830189,76.69377358490566,1.3292924528301886,20.791933962264157,1300.57,0.5122716981132075,2500.0,7750.0,51.67,14.950542452830192,0.7122226871244166,10.65111931790673,0.2624222926877892,595.2587212887149,0.15834393022428092,870.94,0.5305185141509434
Cruzeiro do Sul,18/19,Noroeste,Latossolo Vermelho distrófico,456.0,30.73235849056604,20.01816037735849,24.901084905660376,76.13716981132076,1.2558962264150944,21.202075471698112,1042.11,0.44194768081761,3700.0,6419.5,28.92,15.375259433962263,0.7514790216322512,9.370208083236916,0.19531775258006406,620.0640294789071,0.8119540072089687,1300.57,0.5122716981132075
Cruzeiro do Sul,19/20,Noroeste,Latossolo Vermelho distrófico,456.0,32.75431924882629,20.08004694835681,25.87502347417841,68.14671361502347,1.3783098591549294,21.853661971830984,833.09,0.4848298513302034,4300.0,12900.0,50.0,16.41718309859155,1.062844112192835,10.595307684823336,0.23505998474086712,669.5168397892837,3.515713028720071,1042.11,0.44194768081761
Cruzeiro do Sul,20/21,Noroeste,Latossolo Vermelho distrófico,456.0,32.752169811320755,19.983490566037737,25.8,67.40669811320754,1.2937735849056602,22.02330188679245,675.22,0.3848567216981132,4500.0,13500.0,50.0,16.367830188679246,1.0827177194495647,8.475815765118814,0.14811469623621895,665.64,3.2400000000000024,833.09,0.4848298513302034
Cruzeiro do Sul,21/22,Noroeste,Latossolo Vermelho distrófico,456.0,32.63891509433962,19.78735849056604,25.714150943396223,67.11235849056604,1.3268396226415096,22.045801886792454,852.3,0.4932787342767296,4244.0,8415.85,33.05,16.21313679245283,1.086954987496261,10.874725250832519,0.2433239096896524,661.2175587397649,2.9383134567461626,675.22,0.3848567216981132
Cruzeiro do Sul,22/23,Noroeste,Latossolo Vermelho distrófico,456.0,29.470424528301884,18.76556603773585,23.64514150943397,76.7386320754717,1.3174056603773583,20.345235849056603,1080.39,0.5466770833333333,5404.0,19454.4,60.0,14.117995283018868,0.6794527910718106,11.122274193691037,0.29885583344184025,559.0927170011573,0.1259245483268016,852.3,0.4932787342767296
Cruzeiro do Sul,23/24,Noroeste,Latossolo Vermelho distrófico,456.0,34.383004694835684,21.43615023474178,27.3418779342723,65.6143661971831,1.3317840375586856,21.30004694835681,721.65,0.5678497261345853,5938.0,13983.99,39.25,17.909577464788732,1.2507698826214426,12.095225826278222,0.3224533114711235,747.5782889726465,11.1681481275761,1080.39,0.5466770833333333
Cruzeiro do Sul,99/00,Noroeste,Latossolo Vermelho distrófico,456.0,29.5055,20.033166666666663,24.232833333333332,81.29183333333334,1.1706666666666663,19.21333333333333,352.15000000000003,0.7315141666666667,550.0,1320.0,40.0,14.769333333333332,0.5660854139290293,14.05482552222222,0.5351129760340279,587.2302113611111,0.05421136111111044,721.65,0.5678497261345853
Diamante do Norte,03/04,Noroeste,Latossolo Vermelho distrófico,352.0,32.64370892018779,19.84643192488263,25.800140845070423,68.82924882629108,1.2938028169014084,22.368826291079813,729.31,0.5605198748043818,290.0,189.0,10.86,16.24507042253521,1.0354706056173366,12.538171712197022,0.3141825300507199,665.6472676254712,3.240507062090858,,
Diamante do Norte,04/05,Noroeste,Latossolo Vermelho distrófico,352.0,31.45740566037736,19.89981132075472,25.26377358490566,74.20221698113208,1.2110377358490567,21.476933962264148,946.53,0.5581893867924529,270.0,48.6,3.0,15.678608490566042,0.8301446250705157,11.98819659857823,0.31157539152773456,638.258255749377,1.5971236739053043,729.31,0.5605198748043818
