municipio,SAFRA,ano,mes,REGIAO,Solo,Altitude (m),Tmax (°C),Tmin (°C),Tmed (°C),UR (%),U2 (m/s),RS (MJ/m²d),Chuva (mm),NDVI,AREA TOTAL,PRODUCAO,YIELD_SC_HA,GDD,VPD,NDVI_x_RS,NDVI_Quadrado,Tmed_Quadrado,Desvio_Temp_Otima,Chuva_Total_Safra_Anterior,NDVI_Medio_Safra_Anterior
Diamante do Norte,16/17,2017,3,Noroeste,Latossolo Vermelho distrófico,352.0,32.016451612903225,21.818387096774195,26.294516129032257,77.29064516129033,1.072258064516129,20.30032258064516,102.79,0.45315,714.0,2284.8,53.33,16.91741935483871,0.7767526322367132,9.199091177419355,0.2053449225,691.4015784599375,5.264804266389172,1059.16,0.540327380952381
Diamante do Norte,17/18,2017,9,Noroeste,Latossolo Vermelho distrófico,352.0,34.662,17.93,25.465333333333334,55.82866666666666,1.532333333333333,21.41033333333333,21.74,0.4087,1524.0,4876.8,53.33,16.296,1.4385055705209113,8.750403233333332,0.16703569000000001,648.4832017777778,2.1472017777777785,707.7,0.4969440476190476
Diamante do Norte,17/18,2017,10,Noroeste,Latossolo Vermelho distrófico,352.0,32.90709677419355,19.79516129032258,25.830967741935485,71.22967741935483,1.3529032258064515,19.169032258064515,202.48,0.4479333333333333,1524.0,4876.8,53.33,16.351129032258065,0.9574756975120515,8.586448516129032,0.20064427111111108,667.2388944849116,3.352442872008328,707.7,0.4969440476190476
Diamante do Norte,17/18,2017,11,Noroeste,Latossolo Vermelho distrófico,352.0,31.967,19.51533333333333,25.40533333333333,72.95066666666666,1.3926666666666667,22.829,103.51,0.469225,1524.0,4876.8,53.33,15.741166666666665,0.8777697516756438,10.711937525,0.220172100625,645.4309617777777,1.9749617777777722,707.7,0.4969440476190476
Diamante do Norte,17/18,2017,12,Noroeste,Latossolo Vermelho distrófico,352.0,32.34451612903226,22.451612903225808,26.897096774193543,76.35483870967742,1.2109677419354838,21.04387096774193,188.41,0.7216750000000001,1524.0,4876.8,53.33,17.398064516129033,0.8379543799266738,15.186835580645159,0.520814805625,723.4538148803326,8.39316971904263,707.7,0.4969440476190476
Diamante do Norte,17/18,2018,1,Noroeste,Latossolo Vermelho distrófico,352.0,30.016774193548382,22.20451612903226,25.79290322580645,82.8025806451613,1.0712903225806452,20.407096774193548,184.63,0.8235750000000001,1524.0,4876.8,53.33,16.11064516129032,0.5710415256158977,16.806774725806452,0.678275780625,665.2738568158169,3.2145019771071803,707.7,0.4969440476190476
Diamante do Norte,17/18,2018,2,Noroeste,Latossolo Vermelho distrófico,352.0,31.13,20.7025,25.416071428571428,78.0725,1.2367857142857144,21.481785714285717,118.36,0.6214000000000001,1524.0,4876.8,53.33,15.916249999999998,0.7120165352380112,13.348781642857146,0.38613796000000006,645.9766868622448,2.0052582908163243,707.7,0.4969440476190476
Diamante do Norte,17/18,2018,3,Noroeste,Latossolo Vermelho distrófico,352.0,31.58967741935484,22.848064516129032,26.67774193548387,81.30709677419355,0.8429032258064516,19.35483870967742,140.0,0.519875,1524.0,4876.8,53.33,17.218870967741935,0.6539686622383063,10.062096774193549,0.27027001562499997,711.7019147762746,7.170301873048897,707.7,0.4969440476190476
Diamante do Norte,18/19,2018,9,Noroeste,Latossolo Vermelho distrófico,352.0,30.14333333333333,17.00733333333333,23.050666666666665,72.011,1.285,16.82133333333333,150.32999999999998,0.531025,1887.0,3585.3,31.67,13.575333333333333,0.7887464655513157,8.932548533333332,0.28198755062499997,531.3332337777777,0.9012337777777816,959.13,0.573197619047619
Diamante do Norte,18/19,2018,10,Noroeste,Latossolo Vermelho distrófico,352.0,30.718387096774197,20.70225806451613,25.36,79.3674193548387,1.2361290322580645,19.067419354838712,302.12,0.5023666666666666,1887.0,3585.3,31.67,15.710322580645162,0.6677413756045234,9.578835903225807,0.2523722677777777,643.1296,1.8495999999999984,959.13,0.573197619047619
Diamante do Norte,18/19,2018,11,Noroeste,Latossolo Vermelho distrófico,352.0,31.029,20.937666666666665,25.639333333333333,78.537,1.4313333333333331,21.436,96.04,0.5735,1887.0,3585.3,31.67,15.983333333333334,0.7062260863136495,12.293546000000001,0.32890225,657.3754137777778,2.687413777777777,959.13,0.573197619047619
Diamante do Norte,18/19,2018,12,Noroeste,Latossolo Vermelho distrófico,352.0,34.251290322580644,21.69483870967742,27.710645161290323,68.76,1.100967741935484,25.5841935483871,56.14,0.63495,1887.0,3585.3,31.67,17.973064516129032,1.1611006707501534,16.24468369354839,0.4031615025,767.8798552549428,13.768887513007286,959.13,0.573197619047619
Diamante do Norte,18/19,2019,1,Noroeste,Latossolo Vermelho distrófico,352.0,34.38193548387097,23.657096774193548,28.646774193548385,71.5783870967742,1.0738709677419354,23.851612903225806,83.08,0.6865,1887.0,3585.3,31.67,19.019516129032258,1.1154441248173,16.374132258064517,0.47128225,820.6376716961497,21.592510405827245,959.13,0.573197619047619
Diamante do Norte,18/19,2019,2,Noroeste,Latossolo Vermelho distrófico,352.0,33.69678571428572,22.643214285714286,27.68178571428572,71.65357142857142,1.0939285714285714,21.424285714285716,121.68,0.5401499999999999,1887.0,3585.3,31.67,18.17,1.0517820442739647,11.572327928571427,0.2917620224999999,766.281260331633,13.55554604591841,959.13,0.573197619047619
Diamante do Norte,18/19,2019,3,Noroeste,Latossolo Vermelho distrófico,352.0,32.70935483870968,21.55967741935484,26.594193548387096,75.46000000000001,1.0574193548387096,20.11741935483871,74.14,0.643525,1887.0,3585.3,31.67,17.13451612903226,0.8543191557813404,12.946062290322581,0.414124425625,707.2511304890738,6.729840166493234,959.13,0.573197619047619
Diamante do Norte,19/20,2019,9,Noroeste,Latossolo Vermelho distrófico,352.0,34.443666666666665,18.976666666666667,25.94066666666667,56.07166666666667,1.615,18.36133333333333,51.22,0.565925,3783.0,9835.8,43.33,16.710166666666666,1.4714532672156253,10.391137566666666,0.320271105625,672.9181871111113,3.7661871111111194,883.53,0.5874309523809523
Diamante do Norte,19/20,2019,10,Noroeste,Latossolo Vermelho distrófico,352.0,35.87806451612904,21.46967741935484,28.10258064516129,59.01677419354839,1.2783870967741937,22.74290322580645,95.12,0.4907666666666666,3783.0,9835.8,43.33,18.67387096774194,1.5584142387975461,11.161458806451611,0.240851921111111,789.755038917794,16.83116795005202,883.53,0.5874309523809523
Diamante do Norte,19/20,2019,11,Noroeste,Latossolo Vermelho distrófico,352.0,35.76833333333333,22.601333333333333,28.705666666666666,62.104,1.351,23.42933333333333,90.59,0.44675,3783.0,9835.8,43.33,19.18483333333333,1.4923618277503203,10.467054666666664,0.19958556249999998,824.0152987777777,22.14329877777777,883.53,0.5874309523809523
Diamante do Norte,19/20,2019,12,Noroeste,Latossolo Vermelho distrófico,352.0,32.57225806451613,21.9358064516129,26.904838709677417,76.17354838709677,1.1283870967741934,21.588064516129037,239.58,0.73735,3783.0,9835.8,43.33,17.254032258064512,0.844762968065157,15.917959370967745,0.5436850225,723.8703459937564,8.43808792924036,883.53,0.5874309523809523
Diamante do Norte,19/20,2020,1,Noroeste,Latossolo Vermelho distrófico,352.0,33.23548387096774,22.734193548387097,27.73774193548387,73.46870967741935,1.1687096774193548,22.081612903225807,151.76999999999998,0.751525,3783.0,9835.8,43.33,17.98483870967742,0.9876517777823397,16.594884137096773,0.564789825625,769.3823276795006,13.970714776274718,883.53,0.5874309523809523
Diamante do Norte,19/20,2020,2,Noroeste,Latossolo Vermelho distrófico,352.0,32.37551724137931,22.03482758620689,26.89,76.1644827586207,1.0972413793103448,21.352758620689656,174.03,0.531125,3783.0,9835.8,43.33,17.2051724137931,0.8443484525627707,11.340983922413793,0.28209376562499994,723.0721,8.352100000000004,883.53,0.5874309523809523
Diamante do Norte,19/20,2020,3,Noroeste,Latossolo Vermelho distrófico,352.0,34.2083870967742,20.98935483870968,26.845161290322583,65.56935483870969,1.251290322580645,23.325483870967744,34.28,0.5191250000000001,3783.0,9835.8,43.33,17.59887096774194,1.216462447238979,12.108841814516131,0.2694907656250001,720.662684703434,8.094942767950064,883.53,0.5874309523809523
Diamante do Norte,20/21,2020,9,Noroeste,Latossolo Vermelho distrófico,352.0,34.977999999999994,18.578666666666667,25.861,61.32066666666666,1.358,20.133333333333333,12.76,0.53285,3400.0,10200.0,50.0,16.77833333333333,1.2895373404048485,10.728046666666668,0.2839291225000001,668.791321,3.4633210000000023,836.59,0.5775095238095238
Diamante do Norte,20/21,2020,10,Noroeste,Latossolo Vermelho distrófico,352.0,35.90774193548388,21.32322580645161,28.078387096774197,58.75322580645161,1.357741935483871,20.80483870967742,66.89,0.5318,3400.0,10200.0,50.0,18.615483870967743,1.5662294616084576,11.064013225806452,0.2828112400000001,788.3958219562957,16.633241311134263,836.59,0.5775095238095238
Diamante do Norte,20/21,2020,11,Noroeste,Latossolo Vermelho distrófico,352.0,36.26133333333333,21.135,28.33,53.13366666666666,1.3196666666666663,25.908666666666665,21.72,0.4058333333333333,3400.0,10200.0,50.0,18.698166666666665,1.8058395850803306,10.514600555555555,0.16470069444444443,802.5888999999999,18.748899999999985,836.59,0.5775095238095238
Diamante do Norte,20/21,2020,12,Noroeste,Latossolo Vermelho distrófico,352.0,35.78709677419355,22.707741935483877,28.781935483870967,63.7241935483871,1.258709677419355,23.462903225806453,113.98,0.535075,3400.0,10200.0,50.0,19.247419354838712,1.434880350813062,12.554412943548387,0.286305255625,828.3998101977107,22.86690697190426,836.59,0.5775095238095238
Diamante do Norte,20/21,2021,1,Noroeste,Latossolo Vermelho distrófico,352.0,31.98709677419355,22.86903225806452,26.85,78.00032258064518,1.1070967741935485,18.64548387096774,225.5,0.74135,3400.0,10200.0,50.0,17.428064516129034,0.7774872682732584,13.822829467741935,0.5495998225,720.9225000000001,8.122500000000008,836.59,0.5775095238095238
Diamante do Norte,20/21,2021,2,Noroeste,Latossolo Vermelho distrófico,352.0,32.70214285714285,20.316785714285714,25.99285714285714,72.41642857142857,1.092857142857143,23.982142857142858,73.46,0.715975,3400.0,10200.0,50.0,16.509464285714284,0.9268137242166515,17.17061473214286,0.512620200625,675.6286224489794,3.971479591836724,836.59,0.5775095238095238
Diamante do Norte,20/21,2021,3,Noroeste,Latossolo Vermelho distrófico,352.0,33.69064516129033,21.59064516129032,26.894193548387097,71.47129032258064,1.1012903225806452,21.47967741935484,91.82,0.537025,3400.0,10200.0,50.0,17.640645161290323,1.0108487877717014,11.535123766129033,0.28839585062499995,723.2976466181061,8.376356295525497,836.59,0.5775095238095238
Diamante do Norte,21/22,2021,9,Noroeste,Latossolo Vermelho distrófico,352.0,35.234,19.566666666666663,26.80333333333333,54.57966666666666,1.415,18.958666666666662,26.89,0.4216499999999999,3400.0,6120.0,30.0,17.400333333333332,1.6007986726445822,7.993921799999996,0.17778872249999994,718.4186777777777,7.858677777777765,606.13,0.5714154761904762
Diamante do Norte,21/22,2021,10,Noroeste,Latossolo Vermelho distrófico,352.0,31.036129032258064,19.59161290322581,24.77548387096774,73.98612903225806,1.4429032258064516,17.353870967741937,240.41,0.4211000000000001,3400.0,6120.0,30.0,15.313870967741934,0.8131051701535442,7.307715064516131,0.17732521000000007,613.8246010405826,0.6013752341311105,606.13,0.5714154761904762
Diamante do Norte,21/22,2021,11,Noroeste,Latossolo Vermelho distrófico,352.0,35.224666666666664,20.825,27.590666666666667,62.018,1.3946666666666667,25.646666666666665,51.67,0.4353,3400.0,6120.0,30.0,18.024833333333333,1.4018280957409617,11.163993999999999,0.18948609000000002,761.2448871111111,12.892887111111117,606.13,0.5714154761904762
Diamante do Norte,21/22,2021,12,Noroeste,Latossolo Vermelho distrófico,352.0,37.10935483870968,22.14741935483871,29.27806451612903,51.21258064516129,1.366774193548387,26.15774193548387,32.5,0.414275,3400.0,6120.0,30.0,19.628387096774194,1.9858905471388795,10.83649854032258,0.171623775625,857.2050618106139,27.85796503642039,606.13,0.5714154761904762
Diamante do Norte,21/22,2022,1,Noroeste,Latossolo Vermelho distrófico,352.0,35.87774193548388,23.193548387096776,29.066451612903226,63.22677419354839,1.1558064516129032,23.24870967741936,102.91,0.5132,3400.0,6120.0,30.0,19.53564516129033,1.4786829995180562,11.931237806451614,0.26337424,844.8586093652445,25.668931945889696,606.13,0.5714154761904762
Diamante do Norte,21/22,2022,2,Noroeste,Latossolo Vermelho distrófico,352.0,36.25214285714286,22.63571428571429,28.9325,61.05,1.1985714285714286,24.436785714285715,45.94,0.645175,3400.0,6120.0,30.0,19.44392857142857,1.554135700595191,15.766003223214287,0.4162507806250001,837.0895562500001,24.32955625000001,606.13,0.5714154761904762
Diamante do Norte,21/22,2022,3,Noroeste,Latossolo Vermelho distrófico,352.0,32.26741935483871,21.64935483870968,26.484193548387097,74.72096774193548,1.139677419354839,18.766129032258064,171.24,0.66085,3400.0,6120.0,30.0,16.958387096774196,0.8743665934413519,12.401596370967743,0.43672272250000005,701.4125079084288,6.171217585848075,606.13,0.5714154761904762
Diamante do Norte,22/23,2022,9,Noroeste,Latossolo Vermelho distrófico,352.0,28.447,16.002,21.594,73.614,1.557,13.795,147.43,0.361275,3400.0,13940.0,68.33,12.224499999999999,0.6805493936565774,4.983788625,0.130519625625,466.30083600000006,5.7888359999999945,671.56,0.50165
Diamante do Norte,22/23,2022,10,Noroeste,Latossolo Vermelho distrófico,352.0,30.598387096774196,18.64161290322581,24.27387096774193,76.1916129032258,1.2780645161290325,19.210967741935484,128.9,0.3809666666666667,3400.0,13940.0,68.33,14.620000000000005,0.7221848561954138,7.318738344086022,0.14513560111111112,589.2208117585847,0.07500530697190211,671.56,0.50165
Diamante do Norte,22/23,2022,11,Noroeste,Latossolo Vermelho distrófico,352.0,31.909666666666663,17.40533333333333,24.16633333333333,63.991,1.506,25.567666666666664,35.01,0.37045,3400.0,13940.0,68.33,14.657499999999999,1.0852529294047324,9.471542116666665,0.1372332025,584.0116667777777,0.027666777777776853,671.56,0.50165
Diamante do Norte,22/23,2022,12,Noroeste,Latossolo Vermelho distrófico,352.0,34.5141935483871,22.04516129032258,27.77064516129032,67.88870967741936,1.1783870967741936,23.33967741935484,79.66,0.4023,3400.0,13940.0,68.33,18.27967741935484,1.1976689974905006,9.389552225806451,0.16184529,771.2087326742975,14.217764932362115,671.56,0.50165
Diamante do Norte,22/23,2023,1,Noroeste,Latossolo Vermelho distrófico,352.0,33.33,22.30548387096774,27.27032258064516,70.83290322580646,1.2229032258064516,21.62161290322581,116.52,0.5482,3400.0,13940.0,68.33,17.81774193548387,1.0565125265309054,11.852968193548389,0.30052324,743.6704936524453,10.695009781477623,671.56,0.50165
Diamante do Norte,22/23,2023,2,Noroeste,Latossolo Vermelho distrófico,352.0,30.631428571428568,21.615,25.66857142857143,80.32178571428572,1.1667857142857143,18.243214285714284,165.86,0.67835,3400.0,13940.0,68.33,16.123214285714283,0.6486219103652675,12.375284410714285,0.4601587225,658.8755591836735,2.7841306122448994,671.56,0.50165
Diamante do Norte,22/23,2023,3,Noroeste,Latossolo Vermelho distrófico,352.0,31.516451612903225,21.91322580645161,26.166774193548385,79.41741935483871,1.027741935483871,20.392258064516128,73.77,0.7232999999999999,3400.0,13940.0,68.33,16.714838709677416,0.6987213472625189,14.749720258064514,0.5231628899999999,684.7000716961497,4.694910405827253,671.56,0.50165
Diamante do Norte,23/24,2023,9,Noroeste,Latossolo Vermelho distrófico,352.0,35.082,20.003666666666668,26.944000000000003,62.12433333333333,1.5083333333333333,18.90266666666667,66.86,0.5636,3400.0,6120.0,30.0,17.542833333333334,1.3459661567806067,10.653542933333334,0.31764496,725.9791360000002,8.667136000000015,747.15,0.4949773809523809
Diamante do Norte,23/24,2023,10,Noroeste,Latossolo Vermelho distrófico,352.0,35.94064516129033,21.97290322580645,28.43064516129032,65.89451612903225,1.5441935483870968,18.591290322580647,168.19,0.6491333333333335,3400.0,6120.0,30.0,18.95677419354839,1.3218438516527269,12.06822625806452,0.4213740844444446,808.3015842872007,19.63061654526534,747.15,0.4949773809523809
Diamante do Norte,23/24,2023,11,Noroeste,Latossolo Vermelho distrófico,352.0,36.045,22.36833333333333,28.724666666666668,64.14066666666666,1.4256666666666669,20.649,109.38,0.678175,3400.0,6120.0,30.0,19.206666666666663,1.4137116843300552,14.003635575,0.45992133062499996,825.1064751111112,22.32247511111112,747.15,0.4949773809523809
Diamante do Norte,23/24,2023,12,Noroeste,Latossolo Vermelho distrófico,352.0,36.27516129032258,23.886774193548387,29.684516129032257,65.24709677419355,1.139677419354839,24.86193548387097,72.03,0.661125,3400.0,6120.0,30.0,20.08096774193548,1.448113968157003,16.436847096774194,0.43708626562499997,881.1704978147762,32.31372362122788,747.15,0.4949773809523809
Diamante do Norte,23/24,2024,1,Noroeste,Latossolo Vermelho distrófico,352.0,36.51741935483871,23.56483870967742,29.74258064516129,61.04161290322581,1.1951612903225806,23.370645161290323,80.3,0.681075,3400.0,6120.0,30.0,20.041129032258063,1.628778850541766,15.917162153225807,0.46386315562499997,884.6211034339229,32.97723246618106,747.15,0.4949773809523809
Diamante do Norte,23/24,2024,2,Noroeste,Latossolo Vermelho distrófico,352.0,37.10896551724138,24.289310344827587,30.230689655172416,59.54862068965517,1.169310344827586,23.360344827586207,54.61,0.660075,3400.0,6120.0,30.0,20.699137931034485,1.7392202607876293,15.419579612068965,0.43569900562499997,913.8945970273485,38.82149357907256,747.15,0.4949773809523809
Diamante do Norte,23/24,2024,3,Noroeste,Latossolo Vermelho distrófico,352.0,36.97935483870968,24.578064516129032,30.15741935483871,60.70806451612904,1.2087096774193549,19.39903225806452,39.71,0.4987999999999999,3400.0,6120.0,30.0,20.778709677419357,1.6822949684038024,9.67623729032258,0.2488014399999999,909.4699421436004,37.913813111342336,747.15,0.4949773809523809
Diamante do Norte,99/00,2000,2,Noroeste,Latossolo Vermelho distrófico,352.0,31.602068965517244,21.76620689655173,26.2648275862069,78.25344827586207,1.1951724137931037,20.017586206896556,227.07,0.6329,90.0,180.0,33.33,16.684137931034485,0.742519338461389,12.669130310344832,0.40056241000000004,689.8411681331748,5.129443995243767,591.08,0.6274261904761904
Diamante do Norte,99/00,2000,3,Noroeste,Latossolo Vermelho distrófico,352.0,30.82161290322581,21.21516129032258,25.455806451612904,79.42,1.1470967741935485,18.460967741935484,81.12,0.6115,90.0,180.0,33.33,16.018387096774195,0.6698396062760902,11.288881774193548,0.3739322500000001,647.9980821019772,2.1193724245577554,591.08,0.6274261904761904
Diamante do Sul,00/01,2000,9,Sul,Neossolo Litólico eutrófico,620.0,23.30433333333333,13.349333333333334,17.950333333333333,85.03266666666667,0.0216666666666666,14.044,271.68,0.59445,100.0,340.0,56.67,8.326833333333333,0.30796073263642687,8.3484558,0.3533708025,322.2144667777778,36.59846677777778,,
Diamante do Sul,00/01,2000,10,Sul,Neossolo Litólico eutrófico,620.0,26.45483870967742,16.336451612903225,21.10935483870968,83.10806451612903,0.0290322580645161,19.49322580645161,197.49,0.7172499999999999,100.0,340.0,56.67,11.395645161290325,0.422933503180629,13.981516209677414,0.5144475624999999,445.6048617065558,8.355829448491134,,
Diamante do Sul,00/01,2000,11,Sul,Neossolo Litólico eutrófico,620.0,26.522666666666662,17.096666666666668,21.711333333333336,81.96499999999999,0.0603333333333333,21.939,134.72,0.7668,100.0,340.0,56.67,11.809666666666665,0.46850744994708043,16.8228252,0.5879822400000001,471.3819951111112,5.2379951111111,,
Diamante do Sul,00/01,2000,12,Sul,Neossolo Litólico eutrófico,620.0,27.590967741935486,17.817741935483873,22.65225806451613,78.65483870967742,0.0738709677419354,23.274516129032257,179.77,0.79935,100.0,340.0,56.67,12.70435483870968,0.5871812111573227,18.604484467741933,0.6389604225,513.124795421436,1.8164083246618103,,
Diamante do Sul,00/01,2001,1,Sul,Neossolo Litólico eutrófico,620.0,26.88193548387097,19.226129032258065,22.90967741935484,87.77935483870968,0.0593548387096774,21.74774193548387,243.1,0.82325,100.0,340.0,56.67,13.054032258064517,0.3414602202907092,17.903828548387096,0.6777405625,524.853319458897,1.1888033298647234,,
Diamante do Sul,00/01,2001,2,Sul,Neossolo Litólico eutrófico,620.0,26.47,19.65714285714285,22.8,91.00107142857144,0.0692857142857142,19.27392857142857,361.99,0.84505,100.0,340.0,56.67,13.063571428571425,0.24977707210910494,16.287433339285712,0.7141095024999999,519.84,1.4399999999999984,,
Diamante do Sul,00/01,2001,3,Sul,Neossolo Litólico eutrófico,620.0,26.745806451612903,18.886774193548387,22.54064516129032,88.45483870967742,0.0796774193548387,19.358064516129037,124.03,0.84585,100.0,340.0,56.67,12.816290322580645,0.3154508928527617,16.374018870967745,0.7154622225,508.08068428720077,2.1297165452653526,,
Diamante do Sul,01/02,2001,9,Sul,Neossolo Litólico eutrófico,620.0,23.438666666666663,13.566666666666666,18.16433333333333,83.45566666666667,0.0413333333333333,15.395333333333332,137.54,0.6502,180.0,360.0,33.33,8.502666666666663,0.3450175950596458,10.010045733333332,0.42276004,329.9430054444444,34.05500544444446,1512.78,0.7702857142857144
Diamante do Sul,01/02,2001,10,Sul,Neossolo Litólico eutrófico,620.0,25.443870967741937,14.663548387096776,19.76516129032258,81.70096774193549,0.0412903225806451,21.06096774193548,125.89,0.6679,180.0,360.0,33.33,10.053709677419356,0.42170202734623646,14.06662035483871,0.44609041000000005,390.6616008324662,17.933858896982308,1512.78,0.7702857142857144
Diamante do Sul,01/02,2001,11,Sul,Neossolo Litólico eutrófico,620.0,26.247666666666664,17.517333333333333,21.64733333333333,85.914,0.0343333333333333,22.276666666666664,203.42,0.67335,180.0,360.0,33.33,11.8825,0.36449342659276623,14.999993499999999,0.4534002225,468.60704044444424,5.5350404444444665,1512.78,0.7702857142857144
Diamante do Sul,01/02,2001,12,Sul,Neossolo Litólico eutrófico,620.0,25.78548387096774,16.383870967741935,21.10225806451613,83.19967741935484,0.0703225806451613,24.000967741935483,135.78,0.70895,180.0,360.0,33.33,11.08467741935484,0.4204565627348575,17.01548608064516,0.5026101024999999,445.30529542143597,8.396908324661814,1512.78,0.7702857142857144
Diamante do Sul,01/02,2002,1,Sul,Neossolo Litólico eutrófico,620.0,27.298387096774192,18.14322580645161,22.50032258064516,82.46354838709676,0.0280645161290322,22.17806451612903,294.5,0.7714,180.0,360.0,33.33,12.720806451612901,0.4779807135201221,17.108158967741932,0.59505796,506.2645162330905,2.2490323621227897,1512.78,0.7702857142857144
Diamante do Sul,01/02,2002,2,Sul,Neossolo Litólico eutrófico,620.0,26.50857142857143,17.116785714285715,21.633214285714285,82.67035714285714,0.0399999999999999,21.68035714285714,87.39,0.8194,180.0,360.0,33.33,11.81267857142857,0.44804005860103996,17.76488464285714,0.67141636,467.9959603316326,5.6016746173469425,1512.78,0.7702857142857144
Diamante do Sul,01/02,2002,3,Sul,Neossolo Litólico eutrófico,620.0,29.667096774193546,19.836129032258064,24.28483870967742,79.4416129032258,0.0238709677419354,20.626129032258063,111.98,0.79475,180.0,360.0,33.33,14.751612903225805,0.6240116965070969,16.392616048387094,0.6316275625,589.7533911550469,0.08113309053069735,1512.78,0.7702857142857144
Diamante do Sul,02/03,2002,9,Sul,Neossolo Litólico eutrófico,620.0,23.53033333333333,11.355,17.08533333333333,77.471,0.0406666666666666,16.739,176.48,0.5784,350.0,1050.0,50.0,7.442666666666668,0.4389174001611268,9.681837600000001,0.33454656000000005,291.90861511111103,47.81261511111114,1096.5,0.7265642857142858
Diamante do Sul,02/03,2002,10,Sul,Neossolo Litólico eutrófico,620.0,27.40064516129032,18.17322580645161,22.36,84.55548387096773,0.012258064516129,14.54709677419355,195.96,0.6474666666666667,350.0,1050.0,50.0,12.786935483870966,0.41738879039521576,9.418760258064518,0.41921308444444455,499.96959999999996,2.6896000000000018,1096.5,0.7265642857142858
Diamante do Sul,02/03,2002,11,Sul,Neossolo Litólico eutrófico,620.0,26.406333333333333,17.233666666666668,21.59933333333333,82.673,0.024,20.872666666666664,247.04,0.6605,350.0,1050.0,50.0,11.82,0.44704484085157253,13.78639633333333,0.43626024999999996,466.5312004444443,5.7632004444444584,1096.5,0.7265642857142858
Diamante do Sul,02/03,2002,12,Sul,Neossolo Litólico eutrófico,620.0,27.31225806451613,18.977096774193548,23.05903225806452,86.18161290322581,0.0309677419354838,22.151612903225807,165.61,0.744025,350.0,1050.0,50.0,13.144677419354839,0.38960727058034844,16.481353790322583,0.553573200625,531.7189686784601,0.8854202913631575,1096.5,0.7265642857142858
Diamante do Sul,02/03,2003,1,Sul,Neossolo Litólico eutrófico,620.0,27.24483870967742,19.52064516129032,23.221290322580646,87.69354838709677,0.0412903225806451,22.90419354838709,229.52,0.7476,350.0,1050.0,50.0,13.382741935483871,0.3503968120780907,17.12317509677419,0.55890576,539.2283242455776,0.6063887617065538,1096.5,0.7265642857142858
Diamante do Sul,02/03,2003,2,Sul,Neossolo Litólico eutrófico,620.0,26.96392857142857,19.74142857142857,23.07785714285714,90.35607142857144,0.0689285714285714,20.81642857142857,236.79,0.7932,350.0,1050.0,50.0,13.35267857142857,0.27221867415691053,16.511591142857142,0.62916624,532.5874903061224,0.8503474489795951,1096.5,0.7265642857142858
Diamante do Sul,02/03,2003,3,Sul,Neossolo Litólico eutrófico,620.0,26.075806451612905,17.938387096774196,21.69322580645161,87.43838709677419,0.0606451612903225,20.053870967741933,140.73,0.738975,350.0,1050.0,50.0,12.007096774193549,0.3259607698330929,14.819309298387095,0.5460840506250001,470.59604588969813,5.321207180020819,1096.5,0.7265642857142858
Diamante do Sul,03/04,2003,9,Sul,Neossolo Litólico eutrófico,620.0,25.092,12.231666666666666,18.137,73.52066666666666,0.0656666666666666,18.54866666666667,115.94,0.547875,500.0,1150.0,38.33,8.661833333333334,0.5512562287630338,10.162350750000002,0.300167015625,328.95076900000004,34.37476899999999,1392.13,0.701452380952381
Diamante do Sul,03/04,2003,10,Sul,Neossolo Litólico eutrófico,620.0,26.903548387096773,14.996774193548386,20.537096774193547,75.82064516129033,0.0296774193548387,20.78774193548387,168.99,0.5943666666666667,500.0,1150.0,38.33,10.95016129032258,0.5844545203104488,12.35554088172043,0.3532717344444445,421.772343912591,11.99169875130074,1392.13,0.701452380952381
Diamante do Sul,03/04,2003,11,Sul,Neossolo Litólico eutrófico,620.0,27.517333333333333,15.923666666666666,21.644333333333336,73.37666666666668,0.017,23.677333333333333,216.53,0.62415,500.0,1150.0,38.33,11.720500000000001,0.6887868004923446,14.7782076,0.3895632225,468.47716544444455,5.549165444444434,1392.13,0.701452380952381
Diamante do Sul,03/04,2003,12,Sul,Neossolo Litólico eutrófico,620.0,26.763548387096773,17.98225806451613,22.33483870967742,82.97645161290322,0.026774193548387,22.525806451612905,259.8,0.670175,500.0,1150.0,38.33,12.372903225806454,0.4593590768595344,15.096232338709678,0.449134530625,498.84502018730495,2.7727621227887584,1392.13,0.701452380952381
Diamante do Sul,03/04,2004,1,Sul,Neossolo Litólico eutrófico,620.0,29.85451612903226,18.874193548387098,24.004193548387097,73.48645161290322,0.0293548387096774,25.67,84.32000000000001,0.6767,500.0,1150.0,38.33,14.36435483870968,0.7913415609969259,17.370889000000002,0.45792288999999997,576.2013079084287,1.7585848074919764e-05,1392.13,0.701452380952381
Diamante do Sul,03/04,2004,2,Sul,Neossolo Litólico eutrófico,620.0,30.091379310344827,17.746206896551723,23.53551724137931,67.92586206896551,0.026551724137931,24.089655172413792,83.14,0.6566,500.0,1150.0,38.33,13.918793103448273,0.9307058458366153,15.817267586206896,0.43112355999999996,553.9205718192627,0.21574423305588628,1392.13,0.701452380952381
Diamante do Sul,03/04,2004,3,Sul,Neossolo Litólico eutrófico,620.0,29.513548387096773,16.805806451612902,22.738064516129032,68.98806451612903,0.0374193548387096,21.970967741935485,120.72,0.7176,500.0,1150.0,38.33,13.159677419354836,0.857552720275504,15.766366451612905,0.51494976,517.0195779396462,1.592481165452653,1392.13,0.701452380952381
